"","icd10_code","wva2016_code","wva2016_title","icd10_range.x","wbd10_age","wbd10_kind","wbd10_kind_depth","wbd10_codex4","wbd10_codex2","wbd10_code","wbd10_codex4_title","wbd10_codex2_title","wbd10_title","icd10_range.y"
"268","D01",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"269","D02",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"270","D03",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"271","D04",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"272","D05",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"273","D06",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"274","D07",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"275","D08",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"276","D09",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"277","D10",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"278","D11",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"279","D12",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"280","D13",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"281","D14",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"282","D15",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"283","D16",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"284","D17",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"285","D18",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"286","D19",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"287","D20",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"288","D21",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"289","D22",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"290","D23",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"291","D24",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"292","D25",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"293","D26",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"294","D27",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"295","D28",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"296","D29",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
"297","D30",2.99,"Other and unspecified neoplasms","C07-14,C40-49,C64-96,D00-48","child","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
