cghr10_title,icd10_range,icd10_code,cghr10_age
Other noncommunicable diseases,M87-M99,M94,adult
Other noncommunicable diseases,M87-M99,M95,adult
Other noncommunicable diseases,M87-M99,M96,adult
Other noncommunicable diseases,M87-M99,M97,adult
Other noncommunicable diseases,M87-M99,M98,adult
Other noncommunicable diseases,M87-M99,M99,adult
Other noncommunicable diseases,N00-N08,N00,adult
Other noncommunicable diseases,N00-N08,N01,adult
Other noncommunicable diseases,N00-N08,N02,adult
Other noncommunicable diseases,N00-N08,N03,adult
Other noncommunicable diseases,N00-N08,N04,adult
Other noncommunicable diseases,N00-N08,N05,adult
Other noncommunicable diseases,N00-N08,N06,adult
Other noncommunicable diseases,N00-N08,N07,adult
Other noncommunicable diseases,N00-N08,N08,adult
Unspecified infections,N10,N10,adult
Other noncommunicable diseases,N11-N29,N11,adult
Other noncommunicable diseases,N11-N29,N12,adult
Other noncommunicable diseases,N11-N29,N13,adult
Other noncommunicable diseases,N11-N29,N14,adult
Other noncommunicable diseases,N11-N29,N15,adult
Other noncommunicable diseases,N11-N29,N16,adult
Other noncommunicable diseases,N11-N29,N17,adult
Other noncommunicable diseases,N11-N29,N18,adult
Other noncommunicable diseases,N11-N29,N19,adult
Other noncommunicable diseases,N11-N29,N20,adult
Other noncommunicable diseases,N11-N29,N21,adult
Other noncommunicable diseases,N11-N29,N22,adult
Other noncommunicable diseases,N11-N29,N23,adult
Other noncommunicable diseases,N11-N29,N24,adult
Other noncommunicable diseases,N11-N29,N25,adult
Other noncommunicable diseases,N11-N29,N26,adult
Other noncommunicable diseases,N11-N29,N27,adult
Other noncommunicable diseases,N11-N29,N28,adult
Other noncommunicable diseases,N11-N29,N29,adult
Unspecified infections,N30,N30,adult
Other noncommunicable diseases,N31-N33,N31,adult
Other noncommunicable diseases,N31-N33,N32,adult
Other noncommunicable diseases,N31-N33,N33,adult
Unspecified infections,N34,N34,adult
Other noncommunicable diseases,N35-N40,N35,adult
Other noncommunicable diseases,N35-N40,N36,adult
Other noncommunicable diseases,N35-N40,N37,adult
Other noncommunicable diseases,N35-N40,N38,adult
Other noncommunicable diseases,N35-N40,N39,adult
Other noncommunicable diseases,N35-N40,N40,adult
Unspecified infections,N41,N41,adult
Other noncommunicable diseases,N42-N48,N42,adult
Other noncommunicable diseases,N42-N48,N43,adult
Other noncommunicable diseases,N42-N48,N44,adult
Other noncommunicable diseases,N42-N48,N45,adult
Other noncommunicable diseases,N42-N48,N46,adult
Other noncommunicable diseases,N42-N48,N47,adult
Other noncommunicable diseases,N42-N48,N48,adult
Unspecified infections,N49,N49,adult
Other noncommunicable diseases,N50-N59,N50,adult
Other noncommunicable diseases,N50-N59,N51,adult
Other noncommunicable diseases,N50-N59,N52,adult
Other noncommunicable diseases,N50-N59,N53,adult
Other noncommunicable diseases,N50-N59,N54,adult
Other noncommunicable diseases,N50-N59,N55,adult
Other noncommunicable diseases,N50-N59,N56,adult
Other noncommunicable diseases,N50-N59,N57,adult
Other noncommunicable diseases,N50-N59,N58,adult
Other noncommunicable diseases,N50-N59,N59,adult
Cancers,N60,N60,adult
Unspecified infections,N61,N61,adult
Cancers,N62-N64,N62,adult
Cancers,N62-N64,N63,adult
Cancers,N62-N64,N64,adult
Unspecified infections,N70-N74,N70,adult
Unspecified infections,N70-N74,N71,adult
Unspecified infections,N70-N74,N72,adult
Unspecified infections,N70-N74,N73,adult
Unspecified infections,N70-N74,N74,adult
Other noncommunicable diseases,N75-N86,N75,adult
Other noncommunicable diseases,N75-N86,N76,adult
Other noncommunicable diseases,N75-N86,N77,adult
Other noncommunicable diseases,N75-N86,N78,adult
Other noncommunicable diseases,N75-N86,N79,adult
Other noncommunicable diseases,N75-N86,N80,adult
Other noncommunicable diseases,N75-N86,N81,adult
Other noncommunicable diseases,N75-N86,N82,adult
Other noncommunicable diseases,N75-N86,N83,adult
Other noncommunicable diseases,N75-N86,N84,adult
Other noncommunicable diseases,N75-N86,N85,adult
Other noncommunicable diseases,N75-N86,N86,adult
Cancers,N87,N87,adult
Other noncommunicable diseases,N88-N99,N88,adult
Other noncommunicable diseases,N88-N99,N89,adult
Other noncommunicable diseases,N88-N99,N90,adult
Other noncommunicable diseases,N88-N99,N91,adult
Other noncommunicable diseases,N88-N99,N92,adult
Other noncommunicable diseases,N88-N99,N93,adult
Other noncommunicable diseases,N88-N99,N94,adult
Other noncommunicable diseases,N88-N99,N95,adult
Other noncommunicable diseases,N88-N99,N96,adult
Other noncommunicable diseases,N88-N99,N97,adult
Other noncommunicable diseases,N88-N99,N98,adult
Other noncommunicable diseases,N88-N99,N99,adult
Maternal conditions,O00-O08,O00,adult
Maternal conditions,O00-O08,O01,adult
Maternal conditions,O00-O08,O02,adult
Maternal conditions,O00-O08,O03,adult
Maternal conditions,O00-O08,O04,adult
Maternal conditions,O00-O08,O05,adult
Maternal conditions,O00-O08,O06,adult
Maternal conditions,O00-O08,O07,adult
Maternal conditions,O00-O08,O08,adult
Maternal conditions,O10-O16,O10,adult
Maternal conditions,O10-O16,O11,adult
Maternal conditions,O10-O16,O12,adult
Maternal conditions,O10-O16,O13,adult
Maternal conditions,O10-O16,O14,adult
Maternal conditions,O10-O16,O15,adult
Maternal conditions,O10-O16,O16,adult
Maternal conditions,O20-O99,O20,adult
Maternal conditions,O20-O99,O21,adult
Maternal conditions,O20-O99,O22,adult
Maternal conditions,O20-O99,O23,adult
Maternal conditions,O20-O99,O24,adult
Maternal conditions,O20-O99,O25,adult
Maternal conditions,O20-O99,O26,adult
Maternal conditions,O20-O99,O27,adult
Maternal conditions,O20-O99,O28,adult
Maternal conditions,O20-O99,O29,adult
Maternal conditions,O20-O99,O30,adult
Maternal conditions,O20-O99,O31,adult
Maternal conditions,O20-O99,O32,adult
Maternal conditions,O20-O99,O33,adult
Maternal conditions,O20-O99,O34,adult
Maternal conditions,O20-O99,O35,adult
Maternal conditions,O20-O99,O36,adult
Maternal conditions,O20-O99,O37,adult
Maternal conditions,O20-O99,O38,adult
Maternal conditions,O20-O99,O39,adult
Maternal conditions,O20-O99,O40,adult
Maternal conditions,O20-O99,O41,adult
Maternal conditions,O20-O99,O42,adult
Maternal conditions,O20-O99,O43,adult
Maternal conditions,O20-O99,O44,adult
Maternal conditions,O20-O99,O45,adult
Maternal conditions,O20-O99,O46,adult
Maternal conditions,O20-O99,O47,adult
Maternal conditions,O20-O99,O48,adult
Maternal conditions,O20-O99,O49,adult
Maternal conditions,O20-O99,O50,adult
Maternal conditions,O20-O99,O51,adult
Maternal conditions,O20-O99,O52,adult
Maternal conditions,O20-O99,O53,adult
Maternal conditions,O20-O99,O54,adult
Maternal conditions,O20-O99,O55,adult
Maternal conditions,O20-O99,O56,adult
Maternal conditions,O20-O99,O57,adult
Maternal conditions,O20-O99,O58,adult
Maternal conditions,O20-O99,O59,adult
Maternal conditions,O20-O99,O60,adult
Maternal conditions,O20-O99,O61,adult
Maternal conditions,O20-O99,O62,adult
Maternal conditions,O20-O99,O63,adult
Maternal conditions,O20-O99,O64,adult
Maternal conditions,O20-O99,O65,adult
Maternal conditions,O20-O99,O66,adult
Maternal conditions,O20-O99,O67,adult
Maternal conditions,O20-O99,O68,adult
Maternal conditions,O20-O99,O69,adult
Maternal conditions,O20-O99,O70,adult
Maternal conditions,O20-O99,O71,adult
Maternal conditions,O20-O99,O72,adult
Maternal conditions,O20-O99,O73,adult
Maternal conditions,O20-O99,O74,adult
Maternal conditions,O20-O99,O75,adult
Maternal conditions,O20-O99,O76,adult
Maternal conditions,O20-O99,O77,adult
Maternal conditions,O20-O99,O78,adult
Maternal conditions,O20-O99,O79,adult
Maternal conditions,O20-O99,O80,adult
Maternal conditions,O20-O99,O81,adult
Maternal conditions,O20-O99,O82,adult
Maternal conditions,O20-O99,O83,adult
Maternal conditions,O20-O99,O84,adult
Maternal conditions,O20-O99,O85,adult
Maternal conditions,O20-O99,O86,adult
Maternal conditions,O20-O99,O87,adult
Maternal conditions,O20-O99,O88,adult
Maternal conditions,O20-O99,O89,adult
Maternal conditions,O20-O99,O90,adult
Maternal conditions,O20-O99,O91,adult
Maternal conditions,O20-O99,O92,adult
Maternal conditions,O20-O99,O93,adult
Maternal conditions,O20-O99,O94,adult
Maternal conditions,O20-O99,O95,adult
Maternal conditions,O20-O99,O96,adult
Maternal conditions,O20-O99,O97,adult
Maternal conditions,O20-O99,O98,adult
Maternal conditions,O20-O99,O99,adult
Acute respiratory infections,P23,P23,adult
Unspecified infections,P35-P39,P35,adult
Unspecified infections,P35-P39,P36,adult
Unspecified infections,P35-P39,P37,adult
Unspecified infections,P35-P39,P38,adult
Unspecified infections,P35-P39,P39,adult
Other noncommunicable diseases,Q00-Q99,Q00,adult
Other noncommunicable diseases,Q00-Q99,Q01,adult
Other noncommunicable diseases,Q00-Q99,Q02,adult
Other noncommunicable diseases,Q00-Q99,Q03,adult
Other noncommunicable diseases,Q00-Q99,Q04,adult
Other noncommunicable diseases,Q00-Q99,Q05,adult
Other noncommunicable diseases,Q00-Q99,Q06,adult
Other noncommunicable diseases,Q00-Q99,Q07,adult
Other noncommunicable diseases,Q00-Q99,Q08,adult
Other noncommunicable diseases,Q00-Q99,Q09,adult
Other noncommunicable diseases,Q00-Q99,Q10,adult
Other noncommunicable diseases,Q00-Q99,Q11,adult
Other noncommunicable diseases,Q00-Q99,Q12,adult
Other noncommunicable diseases,Q00-Q99,Q13,adult
Other noncommunicable diseases,Q00-Q99,Q14,adult
Other noncommunicable diseases,Q00-Q99,Q15,adult
Other noncommunicable diseases,Q00-Q99,Q16,adult
Other noncommunicable diseases,Q00-Q99,Q17,adult
Other noncommunicable diseases,Q00-Q99,Q18,adult
Other noncommunicable diseases,Q00-Q99,Q19,adult
Other noncommunicable diseases,Q00-Q99,Q20,adult
Other noncommunicable diseases,Q00-Q99,Q21,adult
Other noncommunicable diseases,Q00-Q99,Q22,adult
Other noncommunicable diseases,Q00-Q99,Q23,adult
Other noncommunicable diseases,Q00-Q99,Q24,adult
Other noncommunicable diseases,Q00-Q99,Q25,adult
Other noncommunicable diseases,Q00-Q99,Q26,adult
Other noncommunicable diseases,Q00-Q99,Q27,adult
Other noncommunicable diseases,Q00-Q99,Q28,adult
Other noncommunicable diseases,Q00-Q99,Q29,adult
Other noncommunicable diseases,Q00-Q99,Q30,adult
Other noncommunicable diseases,Q00-Q99,Q31,adult
Other noncommunicable diseases,Q00-Q99,Q32,adult
Other noncommunicable diseases,Q00-Q99,Q33,adult
Other noncommunicable diseases,Q00-Q99,Q34,adult
Other noncommunicable diseases,Q00-Q99,Q35,adult
Other noncommunicable diseases,Q00-Q99,Q36,adult
Other noncommunicable diseases,Q00-Q99,Q37,adult
Other noncommunicable diseases,Q00-Q99,Q38,adult
Other noncommunicable diseases,Q00-Q99,Q39,adult
Other noncommunicable diseases,Q00-Q99,Q40,adult
Other noncommunicable diseases,Q00-Q99,Q41,adult
Other noncommunicable diseases,Q00-Q99,Q42,adult
Other noncommunicable diseases,Q00-Q99,Q43,adult
Other noncommunicable diseases,Q00-Q99,Q44,adult
Other noncommunicable diseases,Q00-Q99,Q45,adult
Other noncommunicable diseases,Q00-Q99,Q46,adult
Other noncommunicable diseases,Q00-Q99,Q47,adult
Other noncommunicable diseases,Q00-Q99,Q48,adult
Other noncommunicable diseases,Q00-Q99,Q49,adult
Other noncommunicable diseases,Q00-Q99,Q50,adult
Other noncommunicable diseases,Q00-Q99,Q51,adult
Other noncommunicable diseases,Q00-Q99,Q52,adult
Other noncommunicable diseases,Q00-Q99,Q53,adult
Other noncommunicable diseases,Q00-Q99,Q54,adult
Other noncommunicable diseases,Q00-Q99,Q55,adult
Other noncommunicable diseases,Q00-Q99,Q56,adult
Other noncommunicable diseases,Q00-Q99,Q57,adult
Other noncommunicable diseases,Q00-Q99,Q58,adult
Other noncommunicable diseases,Q00-Q99,Q59,adult
Other noncommunicable diseases,Q00-Q99,Q60,adult
Other noncommunicable diseases,Q00-Q99,Q61,adult
Other noncommunicable diseases,Q00-Q99,Q62,adult
Other noncommunicable diseases,Q00-Q99,Q63,adult
Other noncommunicable diseases,Q00-Q99,Q64,adult
Other noncommunicable diseases,Q00-Q99,Q65,adult
Other noncommunicable diseases,Q00-Q99,Q66,adult
Other noncommunicable diseases,Q00-Q99,Q67,adult
Other noncommunicable diseases,Q00-Q99,Q68,adult
Other noncommunicable diseases,Q00-Q99,Q69,adult
Other noncommunicable diseases,Q00-Q99,Q70,adult
Other noncommunicable diseases,Q00-Q99,Q71,adult
Other noncommunicable diseases,Q00-Q99,Q72,adult
Other noncommunicable diseases,Q00-Q99,Q73,adult
Other noncommunicable diseases,Q00-Q99,Q74,adult
Other noncommunicable diseases,Q00-Q99,Q75,adult
Other noncommunicable diseases,Q00-Q99,Q76,adult
Other noncommunicable diseases,Q00-Q99,Q77,adult
Other noncommunicable diseases,Q00-Q99,Q78,adult
Other noncommunicable diseases,Q00-Q99,Q79,adult
Other noncommunicable diseases,Q00-Q99,Q80,adult
Other noncommunicable diseases,Q00-Q99,Q81,adult
Other noncommunicable diseases,Q00-Q99,Q82,adult
Other noncommunicable diseases,Q00-Q99,Q83,adult
Other noncommunicable diseases,Q00-Q99,Q84,adult
Other noncommunicable diseases,Q00-Q99,Q85,adult
Other noncommunicable diseases,Q00-Q99,Q86,adult
Other noncommunicable diseases,Q00-Q99,Q87,adult
Other noncommunicable diseases,Q00-Q99,Q88,adult
Other noncommunicable diseases,Q00-Q99,Q89,adult
Other noncommunicable diseases,Q00-Q99,Q90,adult
Other noncommunicable diseases,Q00-Q99,Q91,adult
Other noncommunicable diseases,Q00-Q99,Q92,adult
Other noncommunicable diseases,Q00-Q99,Q93,adult
Other noncommunicable diseases,Q00-Q99,Q94,adult
Other noncommunicable diseases,Q00-Q99,Q95,adult
Other noncommunicable diseases,Q00-Q99,Q96,adult
Other noncommunicable diseases,Q00-Q99,Q97,adult
Other noncommunicable diseases,Q00-Q99,Q98,adult
Other noncommunicable diseases,Q00-Q99,Q99,adult
Other cardiovascular diseases,R00-R01,R00,adult
Other cardiovascular diseases,R00-R01,R01,adult
Ill-defined,R02,R02,adult
Other cardiovascular diseases,R03,R03,adult
Chronic respiratory diseases,R04-R06,R04,adult
Chronic respiratory diseases,R04-R06,R05,adult
Chronic respiratory diseases,R04-R06,R06,adult
Ill-defined,R07-R09,R07,adult
Ill-defined,R07-R09,R08,adult
Ill-defined,R07-R09,R09,adult
Other noncommunicable diseases,R10-R15,R10,adult
Other noncommunicable diseases,R10-R15,R11,adult
Other noncommunicable diseases,R10-R15,R12,adult
Other noncommunicable diseases,R10-R15,R13,adult
Other noncommunicable diseases,R10-R15,R14,adult
Other noncommunicable diseases,R10-R15,R15,adult
Liver and alcohol related diseases,R16-R18,R16,adult
Liver and alcohol related diseases,R16-R18,R17,adult
Liver and alcohol related diseases,R16-R18,R18,adult
Other noncommunicable diseases,R19-R23,R19,adult
Other noncommunicable diseases,R19-R23,R20,adult
Other noncommunicable diseases,R19-R23,R21,adult
Other noncommunicable diseases,R19-R23,R22,adult
Other noncommunicable diseases,R19-R23,R23,adult
Ill-defined,R25,R25,adult
Other noncommunicable diseases,R26-R27,R26,adult
Other noncommunicable diseases,R26-R27,R27,adult
Other noncommunicable diseases,R29-R49,R29,adult
Other noncommunicable diseases,R29-R49,R30,adult
Other noncommunicable diseases,R29-R49,R31,adult
Other noncommunicable diseases,R29-R49,R32,adult
Other noncommunicable diseases,R29-R49,R33,adult
Other noncommunicable diseases,R29-R49,R34,adult
Other noncommunicable diseases,R29-R49,R35,adult
Other noncommunicable diseases,R29-R49,R36,adult
Other noncommunicable diseases,R29-R49,R37,adult
Other noncommunicable diseases,R29-R49,R38,adult
Other noncommunicable diseases,R29-R49,R39,adult
Other noncommunicable diseases,R29-R49,R40,adult
Other noncommunicable diseases,R29-R49,R41,adult
Other noncommunicable diseases,R29-R49,R42,adult
Other noncommunicable diseases,R29-R49,R43,adult
Other noncommunicable diseases,R29-R49,R44,adult
Other noncommunicable diseases,R29-R49,R45,adult
Other noncommunicable diseases,R29-R49,R46,adult
Other noncommunicable diseases,R29-R49,R47,adult
Other noncommunicable diseases,R29-R49,R48,adult
Other noncommunicable diseases,R29-R49,R49,adult
Unspecified infections,R50,R50,adult
Ill-defined,R51-R54,R51,adult
Ill-defined,R51-R54,R52,adult
Ill-defined,R51-R54,R53,adult
Ill-defined,R51-R54,R54,adult
Ischemic heart disease,R55,R55,adult
Other noncommunicable diseases,R56,R56,adult
Ill-defined,R57-R58,R57,adult
Ill-defined,R57-R58,R58,adult
Cancers,R59,R59,adult
Ill-defined,R60-R62,R60,adult
Ill-defined,R60-R62,R61,adult
Ill-defined,R60-R62,R62,adult
Other noncommunicable diseases,R63,R63,adult
Ill-defined,R64-R69,R64,adult
Ill-defined,R64-R69,R65,adult
Ill-defined,R64-R69,R66,adult
Ill-defined,R64-R69,R67,adult
Ill-defined,R64-R69,R68,adult
Ill-defined,R64-R69,R69,adult
Other noncommunicable diseases,R70-R74,R70,adult
Other noncommunicable diseases,R70-R74,R71,adult
Other noncommunicable diseases,R70-R74,R72,adult
Other noncommunicable diseases,R70-R74,R73,adult
Other noncommunicable diseases,R70-R74,R74,adult
Unspecified infections,R75,R75,adult
Other noncommunicable diseases,R76-R77,R76,adult
Other noncommunicable diseases,R76-R77,R77,adult
Ill-defined,R78-R79,R78,adult
Ill-defined,R78-R79,R79,adult
Other noncommunicable diseases,R80-R82,R80,adult
Other noncommunicable diseases,R80-R82,R81,adult
Other noncommunicable diseases,R80-R82,R82,adult
Ill-defined,R83,R83,adult
Chronic respiratory diseases,R84,R84,adult
Other noncommunicable diseases,R85-R87,R85,adult
Other noncommunicable diseases,R85-R87,R86,adult
Other noncommunicable diseases,R85-R87,R87,adult
Ill-defined,R89,R89,adult
Other noncommunicable diseases,R90,R90,adult
Chronic respiratory diseases,R91,R91,adult
Ill-defined,R92-R94,R92,adult
Ill-defined,R92-R94,R93,adult
Ill-defined,R92-R94,R94,adult
Ill-defined,R96,R96,adult
Ill-defined,R98-R99,R98,adult
Ill-defined,R98-R99,R99,adult
Other injuries,S00-S99,S00,adult
Other injuries,S00-S99,S01,adult
Other injuries,S00-S99,S02,adult
Other injuries,S00-S99,S03,adult
Other injuries,S00-S99,S04,adult
Other injuries,S00-S99,S05,adult
Other injuries,S00-S99,S06,adult
Other injuries,S00-S99,S07,adult
Other injuries,S00-S99,S08,adult
Other injuries,S00-S99,S09,adult
Other injuries,S00-S99,S10,adult
Other injuries,S00-S99,S11,adult
Other injuries,S00-S99,S12,adult
Other injuries,S00-S99,S13,adult
Other injuries,S00-S99,S14,adult
Other injuries,S00-S99,S15,adult
Other injuries,S00-S99,S16,adult
Other injuries,S00-S99,S17,adult
Other injuries,S00-S99,S18,adult
Other injuries,S00-S99,S19,adult
Other injuries,S00-S99,S20,adult
Other injuries,S00-S99,S21,adult
Other injuries,S00-S99,S22,adult
Other injuries,S00-S99,S23,adult
Other injuries,S00-S99,S24,adult
Other injuries,S00-S99,S25,adult
Other injuries,S00-S99,S26,adult
Other injuries,S00-S99,S27,adult
Other injuries,S00-S99,S28,adult
Other injuries,S00-S99,S29,adult
Other injuries,S00-S99,S30,adult
Other injuries,S00-S99,S31,adult
Other injuries,S00-S99,S32,adult
Other injuries,S00-S99,S33,adult
Other injuries,S00-S99,S34,adult
Other injuries,S00-S99,S35,adult
Other injuries,S00-S99,S36,adult
Other injuries,S00-S99,S37,adult
Other injuries,S00-S99,S38,adult
Other injuries,S00-S99,S39,adult
Other injuries,S00-S99,S40,adult
Other injuries,S00-S99,S41,adult
Other injuries,S00-S99,S42,adult
Other injuries,S00-S99,S43,adult
Other injuries,S00-S99,S44,adult
Other injuries,S00-S99,S45,adult
Other injuries,S00-S99,S46,adult
Other injuries,S00-S99,S47,adult
Other injuries,S00-S99,S48,adult
Other injuries,S00-S99,S49,adult
Other injuries,S00-S99,S50,adult
Other injuries,S00-S99,S51,adult
Other injuries,S00-S99,S52,adult
Other injuries,S00-S99,S53,adult
Other injuries,S00-S99,S54,adult
Other injuries,S00-S99,S55,adult
Other injuries,S00-S99,S56,adult
Other injuries,S00-S99,S57,adult
Other injuries,S00-S99,S58,adult
Other injuries,S00-S99,S59,adult
Other injuries,S00-S99,S60,adult
Other injuries,S00-S99,S61,adult
Other injuries,S00-S99,S62,adult
Other injuries,S00-S99,S63,adult
Other injuries,S00-S99,S64,adult
Other injuries,S00-S99,S65,adult
Other injuries,S00-S99,S66,adult
Other injuries,S00-S99,S67,adult
Other injuries,S00-S99,S68,adult
Other injuries,S00-S99,S69,adult
Other injuries,S00-S99,S70,adult
Other injuries,S00-S99,S71,adult
Other injuries,S00-S99,S72,adult
Other injuries,S00-S99,S73,adult
Other injuries,S00-S99,S74,adult
Other injuries,S00-S99,S75,adult
Other injuries,S00-S99,S76,adult
Other injuries,S00-S99,S77,adult
Other injuries,S00-S99,S78,adult
Other injuries,S00-S99,S79,adult
Other injuries,S00-S99,S80,adult
Other injuries,S00-S99,S81,adult
Other injuries,S00-S99,S82,adult
Other injuries,S00-S99,S83,adult
Other injuries,S00-S99,S84,adult
Other injuries,S00-S99,S85,adult
Other injuries,S00-S99,S86,adult
Other injuries,S00-S99,S87,adult
Other injuries,S00-S99,S88,adult
Other injuries,S00-S99,S89,adult
Other injuries,S00-S99,S90,adult
Other injuries,S00-S99,S91,adult
Other injuries,S00-S99,S92,adult
Other injuries,S00-S99,S93,adult
Other injuries,S00-S99,S94,adult
Other injuries,S00-S99,S95,adult
Other injuries,S00-S99,S96,adult
Other injuries,S00-S99,S97,adult
Other injuries,S00-S99,S98,adult
Other injuries,S00-S99,S99,adult
Other injuries,T00-T99,T00,adult
Other injuries,T00-T99,T01,adult
Other injuries,T00-T99,T02,adult
Other injuries,T00-T99,T03,adult
Other injuries,T00-T99,T04,adult
Other injuries,T00-T99,T05,adult
Other injuries,T00-T99,T06,adult
Other injuries,T00-T99,T07,adult
Other injuries,T00-T99,T08,adult
Other injuries,T00-T99,T09,adult
Other injuries,T00-T99,T10,adult
Other injuries,T00-T99,T11,adult
Other injuries,T00-T99,T12,adult
Other injuries,T00-T99,T13,adult
Other injuries,T00-T99,T14,adult
Other injuries,T00-T99,T15,adult
Other injuries,T00-T99,T16,adult
Other injuries,T00-T99,T17,adult
Other injuries,T00-T99,T18,adult
Other injuries,T00-T99,T19,adult
Other injuries,T00-T99,T20,adult
Other injuries,T00-T99,T21,adult
Other injuries,T00-T99,T22,adult
Other injuries,T00-T99,T23,adult
Other injuries,T00-T99,T24,adult
Other injuries,T00-T99,T25,adult
Other injuries,T00-T99,T26,adult
Other injuries,T00-T99,T27,adult
Other injuries,T00-T99,T28,adult
Other injuries,T00-T99,T29,adult
Other injuries,T00-T99,T30,adult
Other injuries,T00-T99,T31,adult
Other injuries,T00-T99,T32,adult
Other injuries,T00-T99,T33,adult
Other injuries,T00-T99,T34,adult
Other injuries,T00-T99,T35,adult
Other injuries,T00-T99,T36,adult
Other injuries,T00-T99,T37,adult
Other injuries,T00-T99,T38,adult
Other injuries,T00-T99,T39,adult
Other injuries,T00-T99,T40,adult
Other injuries,T00-T99,T41,adult
Other injuries,T00-T99,T42,adult
Other injuries,T00-T99,T43,adult
Other injuries,T00-T99,T44,adult
Other injuries,T00-T99,T45,adult
Other injuries,T00-T99,T46,adult
Other injuries,T00-T99,T47,adult
Other injuries,T00-T99,T48,adult
Other injuries,T00-T99,T49,adult
Other injuries,T00-T99,T50,adult
Other injuries,T00-T99,T51,adult
Other injuries,T00-T99,T52,adult
Other injuries,T00-T99,T53,adult
Other injuries,T00-T99,T54,adult
Other injuries,T00-T99,T55,adult
Other injuries,T00-T99,T56,adult
Other injuries,T00-T99,T57,adult
Other injuries,T00-T99,T58,adult
Other injuries,T00-T99,T59,adult
Other injuries,T00-T99,T60,adult
Other injuries,T00-T99,T61,adult
Other injuries,T00-T99,T62,adult
Other injuries,T00-T99,T63,adult
Other injuries,T00-T99,T64,adult
Other injuries,T00-T99,T65,adult
Other injuries,T00-T99,T66,adult
Other injuries,T00-T99,T67,adult
Other injuries,T00-T99,T68,adult
Other injuries,T00-T99,T69,adult
Other injuries,T00-T99,T70,adult
Other injuries,T00-T99,T71,adult
Other injuries,T00-T99,T72,adult
Other injuries,T00-T99,T73,adult
Other injuries,T00-T99,T74,adult
Other injuries,T00-T99,T75,adult
Other injuries,T00-T99,T76,adult
Other injuries,T00-T99,T77,adult
Other injuries,T00-T99,T78,adult
Other injuries,T00-T99,T79,adult
Other injuries,T00-T99,T80,adult
Other injuries,T00-T99,T81,adult
Other injuries,T00-T99,T82,adult
Other injuries,T00-T99,T83,adult
Other injuries,T00-T99,T84,adult
Other injuries,T00-T99,T85,adult
Other injuries,T00-T99,T86,adult
Other injuries,T00-T99,T87,adult
Other injuries,T00-T99,T88,adult
Other injuries,T00-T99,T89,adult
Other injuries,T00-T99,T90,adult
Other injuries,T00-T99,T91,adult
Other injuries,T00-T99,T92,adult
Other injuries,T00-T99,T93,adult
Other injuries,T00-T99,T94,adult
Other injuries,T00-T99,T95,adult
Other injuries,T00-T99,T96,adult
Other injuries,T00-T99,T97,adult
Other injuries,T00-T99,T98,adult
Other injuries,T00-T99,T99,adult
Road and transport injuries,V01-V99,V01,adult
Road and transport injuries,V01-V99,V02,adult
Road and transport injuries,V01-V99,V03,adult
Road and transport injuries,V01-V99,V04,adult
Road and transport injuries,V01-V99,V05,adult
Road and transport injuries,V01-V99,V06,adult
Road and transport injuries,V01-V99,V07,adult
Road and transport injuries,V01-V99,V08,adult
Road and transport injuries,V01-V99,V09,adult
Road and transport injuries,V01-V99,V10,adult
Road and transport injuries,V01-V99,V11,adult
Road and transport injuries,V01-V99,V12,adult
Road and transport injuries,V01-V99,V13,adult
Road and transport injuries,V01-V99,V14,adult
Road and transport injuries,V01-V99,V15,adult
Road and transport injuries,V01-V99,V16,adult
Road and transport injuries,V01-V99,V17,adult
Road and transport injuries,V01-V99,V18,adult
Road and transport injuries,V01-V99,V19,adult
Road and transport injuries,V01-V99,V20,adult
Road and transport injuries,V01-V99,V21,adult
Road and transport injuries,V01-V99,V22,adult
Road and transport injuries,V01-V99,V23,adult
Road and transport injuries,V01-V99,V24,adult
Road and transport injuries,V01-V99,V25,adult
Road and transport injuries,V01-V99,V26,adult
Road and transport injuries,V01-V99,V27,adult
Road and transport injuries,V01-V99,V28,adult
Road and transport injuries,V01-V99,V29,adult
Road and transport injuries,V01-V99,V30,adult
Road and transport injuries,V01-V99,V31,adult
Road and transport injuries,V01-V99,V32,adult
Road and transport injuries,V01-V99,V33,adult
Road and transport injuries,V01-V99,V34,adult
Road and transport injuries,V01-V99,V35,adult
Road and transport injuries,V01-V99,V36,adult
Road and transport injuries,V01-V99,V37,adult
Road and transport injuries,V01-V99,V38,adult
Road and transport injuries,V01-V99,V39,adult
Road and transport injuries,V01-V99,V40,adult
Road and transport injuries,V01-V99,V41,adult
Road and transport injuries,V01-V99,V42,adult
Road and transport injuries,V01-V99,V43,adult
Road and transport injuries,V01-V99,V44,adult
Road and transport injuries,V01-V99,V45,adult
Road and transport injuries,V01-V99,V46,adult
Road and transport injuries,V01-V99,V47,adult
Road and transport injuries,V01-V99,V48,adult
Road and transport injuries,V01-V99,V49,adult
Road and transport injuries,V01-V99,V50,adult
Road and transport injuries,V01-V99,V51,adult
Road and transport injuries,V01-V99,V52,adult
Road and transport injuries,V01-V99,V53,adult
Road and transport injuries,V01-V99,V54,adult
Road and transport injuries,V01-V99,V55,adult
Road and transport injuries,V01-V99,V56,adult
Road and transport injuries,V01-V99,V57,adult
Road and transport injuries,V01-V99,V58,adult
Road and transport injuries,V01-V99,V59,adult
Road and transport injuries,V01-V99,V60,adult
