icd10_code,cghr_code,cghr_label,wbd10_age,wbd10_kind,wbd10_kind_depth,wbd10_codex4,wbd10_codex2,wbd10_code,wbd10_codex4_title,wbd10_codex2_title,wbd10_title,icd10_range
D59,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D60,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D61,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D62,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D63,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D64,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D65,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D66,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D67,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D68,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D69,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D70,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D71,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D72,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D73,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D74,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D75,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D76,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D77,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D78,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D79,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D80,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D81,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D82,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D83,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D84,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D85,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D86,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D87,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D88,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
D89,6,NCD,child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91"
E00,8,Nutritional,child,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Nutritional diseases,"D50-D53,E00-E02,E40-E46,E50-E56,E59-E61,E63,E64,X53-X54"
E00,8,Nutritional,child,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Nutritional diseases,"D50-D53,E00-E02,E40-E46,E50-E56,E59-E61,E63,E64,X53-X54"
E02,8,Nutritional,child,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Nutritional diseases,"D50-D53,E00-E02,E40-E46,E50-E56,E59-E61,E63,E64,X53-X54"
E02,8,Nutritional,child,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Nutritional diseases,"D50-D53,E00-E02,E40-E46,E50-E56,E59-E61,E63,E64,X53-X54"
