"WHO_VA_code","WHO_VA_title","icd_range_codes_2016","icd_range_codes_2016_expand","WHO_VA_code_num"
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I265","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I264","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I263","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I262","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I261","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I260","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I259","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I258","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I257","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I256","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I255","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I254","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I253","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I252","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I251","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I250","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I249","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I248","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I247","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I246","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I245","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I244","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I243","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I242","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I241","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I240","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I239","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I238","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I237","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I236","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I235","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I234","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I233","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I232","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I231","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I230","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I229","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I228","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I227","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I226","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I225","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I224","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I223","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I222","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I221","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I220","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I219","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I218","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I217","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I216","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I215","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I214","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I213","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I212","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I211","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I210","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I209","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I208","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I207","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I206","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I205","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I204","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I203","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I202","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I201","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I200","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I199","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I198","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I197","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I196","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I195","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I194","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I193","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I192","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I191","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I190","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I189","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I188","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I187","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I186","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I185","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I184","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I183","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I182","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I181","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I180","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I179","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I178","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I177","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I176","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I175","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I174","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I173","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I172","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I171","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I170","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I169","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I168","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I167","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I166","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I165","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I164","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I163","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I162","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I161","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I160","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I159","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I158","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I157","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I156","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I155","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I154","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I153","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I152","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I151","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I150","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I149","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I148","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I147","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I146","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I145","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I144","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I143","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I142","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I141","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I140","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I139","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I138","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I137","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I136","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I135","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I134","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I133","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I132","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I131","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I130","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I129","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I128","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I127","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I126","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I125","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I124","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I123","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I122","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I121","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I120","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I119","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I118","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I117","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I116","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I115","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I114","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I113","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I112","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I111","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I110","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I109","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I108","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I107","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I106","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I105","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I104","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I103","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I102","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I101","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I100","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I99","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I98","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I97","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I96","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I95","04.99 "
"VAs-04.99 ","Other and unspecified cardiac disease ","I00-I10; I11.9-I15; I27-I46.0; I47-I50.0; I50.9-I52; I70-I99 ","I94","04.99 "
