"cod","icd10_range","icd10"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G17"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G18"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G19"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G20"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G21"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G22"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G23"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G24"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G25"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G26"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G27"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G28"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G29"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G30"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G31"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G32"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G33"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G34"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G35"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G36"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G37"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G38"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G39"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G40"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G41"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G42"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G43"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G44"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G45"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G46"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G47"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G48"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G49"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G50"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G51"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G52"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G53"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G54"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G55"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G56"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G57"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G58"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G59"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G60"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G61"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G62"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G63"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G64"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G65"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G66"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G67"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G68"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G69"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G70"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G71"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G72"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G73"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G74"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G75"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G76"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G77"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G78"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G79"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G80"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G81"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G82"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G83"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G84"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G85"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G86"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G87"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G88"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G89"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G90"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G91"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G92"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G93"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G94"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G95"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G96"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G97"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G98"
"Epilepsy, leukaemia, and other noncommunicable diseases","G10-G99","G99"
"Epilepsy, leukaemia, and other noncommunicable diseases","H00-H06","H00"
"Epilepsy, leukaemia, and other noncommunicable diseases","H00-H06","H01"
"Epilepsy, leukaemia, and other noncommunicable diseases","H00-H06","H02"
"Epilepsy, leukaemia, and other noncommunicable diseases","H00-H06","H03"
"Epilepsy, leukaemia, and other noncommunicable diseases","H00-H06","H04"
"Epilepsy, leukaemia, and other noncommunicable diseases","H00-H06","H05"
"Epilepsy, leukaemia, and other noncommunicable diseases","H00-H06","H06"
"Other infections","H10","H10"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H11"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H12"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H13"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H14"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H15"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H16"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H17"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H18"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H19"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H20"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H21"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H22"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H23"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H24"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H25"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H26"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H27"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H28"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H29"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H30"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H31"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H32"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H33"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H34"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H35"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H36"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H37"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H38"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H39"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H40"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H41"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H42"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H43"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H44"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H45"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H46"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H47"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H48"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H49"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H50"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H51"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H52"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H53"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H54"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H55"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H56"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H57"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H58"
"Epilepsy, leukaemia, and other noncommunicable diseases","H11-H59","H59"
"Other infections","H60","H60"
"Epilepsy, leukaemia, and other noncommunicable diseases","H61-H62","H61"
"Epilepsy, leukaemia, and other noncommunicable diseases","H61-H62","H62"
"Pneumonia","H65-H68","H65"
"Pneumonia","H65-H68","H66"
"Pneumonia","H65-H68","H67"
"Pneumonia","H65-H68","H68"
"Epilepsy, leukaemia, and other noncommunicable diseases","H69","H69"
"Pneumonia","H70-H71","H70"
"Pneumonia","H70-H71","H71"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H72"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H73"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H74"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H75"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H76"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H77"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H78"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H79"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H80"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H81"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H82"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H83"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H84"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H85"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H86"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H87"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H88"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H89"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H90"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H91"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H92"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H93"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H94"
"Epilepsy, leukaemia, and other noncommunicable diseases","H72-H95","H95"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I00"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I01"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I02"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I03"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I04"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I05"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I06"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I07"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I08"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I09"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I10"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I11"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I12"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I13"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I14"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I15"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I16"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I17"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I18"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I19"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I20"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I21"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I22"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I23"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I24"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I25"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I26"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I27"
"Epilepsy, leukaemia, and other noncommunicable diseases","I00-I28","I28"
"Other infections","I30","I30"
"Epilepsy, leukaemia, and other noncommunicable diseases","I31","I31"
"Other infections","I32-I33","I32"
"Other infections","I32-I33","I33"
"Epilepsy, leukaemia, and other noncommunicable diseases","I34-I38","I34"
"Epilepsy, leukaemia, and other noncommunicable diseases","I34-I38","I35"
"Epilepsy, leukaemia, and other noncommunicable diseases","I34-I38","I36"
"Epilepsy, leukaemia, and other noncommunicable diseases","I34-I38","I37"
"Epilepsy, leukaemia, and other noncommunicable diseases","I34-I38","I38"
"Other infections","I39-I41","I39"
"Other infections","I39-I41","I40"
"Other infections","I39-I41","I41"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I42"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I43"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I44"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I45"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I46"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I47"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I48"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I49"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I50"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I51"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I52"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I53"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I54"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I55"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I56"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I57"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I58"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I59"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I60"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I61"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I62"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I63"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I64"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I65"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I66"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I67"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I68"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I69"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I70"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I71"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I72"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I73"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I74"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I75"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I76"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I77"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I78"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I79"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I80"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I81"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I82"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I83"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I84"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I85"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I86"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I87"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I88"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I89"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I90"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I91"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I92"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I93"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I94"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I95"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I96"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I97"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I98"
"Epilepsy, leukaemia, and other noncommunicable diseases","I42-I99","I99"
"Pneumonia","J00-J22","J00"
"Pneumonia","J00-J22","J01"
"Pneumonia","J00-J22","J02"
"Pneumonia","J00-J22","J03"
"Pneumonia","J00-J22","J04"
"Pneumonia","J00-J22","J05"
"Pneumonia","J00-J22","J06"
"Pneumonia","J00-J22","J07"
"Pneumonia","J00-J22","J08"
"Pneumonia","J00-J22","J09"
"Pneumonia","J00-J22","J10"
"Pneumonia","J00-J22","J11"
"Pneumonia","J00-J22","J12"
"Pneumonia","J00-J22","J13"
"Pneumonia","J00-J22","J14"
"Pneumonia","J00-J22","J15"
"Pneumonia","J00-J22","J16"
"Pneumonia","J00-J22","J17"
"Pneumonia","J00-J22","J18"
"Pneumonia","J00-J22","J19"
"Pneumonia","J00-J22","J20"
"Pneumonia","J00-J22","J21"
"Pneumonia","J00-J22","J22"
"Epilepsy, leukaemia, and other noncommunicable diseases","J30-J31","J30"
"Epilepsy, leukaemia, and other noncommunicable diseases","J30-J31","J31"
"Pneumonia","J32","J32"
"Epilepsy, leukaemia, and other noncommunicable diseases","J33-J35","J33"
"Epilepsy, leukaemia, and other noncommunicable diseases","J33-J35","J34"
"Epilepsy, leukaemia, and other noncommunicable diseases","J33-J35","J35"
"Pneumonia","J36","J36"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J37"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J38"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J39"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J40"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J41"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J42"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J43"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J44"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J45"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J46"
"Epilepsy, leukaemia, and other noncommunicable diseases","J37-J47","J47"
"Epilepsy, leukaemia, and other noncommunicable diseases","J60","J60"
"Epilepsy, leukaemia, and other noncommunicable diseases","J64","J64"
"Other infections","J65","J65"
"Epilepsy, leukaemia, and other noncommunicable diseases","J66-J70","J66"
"Epilepsy, leukaemia, and other noncommunicable diseases","J66-J70","J67"
"Epilepsy, leukaemia, and other noncommunicable diseases","J66-J70","J68"
"Epilepsy, leukaemia, and other noncommunicable diseases","J66-J70","J69"
"Epilepsy, leukaemia, and other noncommunicable diseases","J66-J70","J70"
"Epilepsy, leukaemia, and other noncommunicable diseases","J80-J82","J80"
"Epilepsy, leukaemia, and other noncommunicable diseases","J80-J82","J81"
"Epilepsy, leukaemia, and other noncommunicable diseases","J80-J82","J82"
"Epilepsy, leukaemia, and other noncommunicable diseases","J84","J84"
"Pneumonia","J85-J86","J85"
"Pneumonia","J85-J86","J86"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J90"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J91"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J92"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J93"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J94"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J95"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J96"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J97"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J98"
"Epilepsy, leukaemia, and other noncommunicable diseases","J90-J99","J99"
"Epilepsy, leukaemia, and other noncommunicable diseases","K00-K01","K00"
"Epilepsy, leukaemia, and other noncommunicable diseases","K00-K01","K01"
"Other infections","K02","K02"
"Epilepsy, leukaemia, and other noncommunicable diseases","K03","K03"
"Other infections","K04-K05","K04"
"Other infections","K04-K05","K05"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K06"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K07"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K08"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K09"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K10"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K11"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K12"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K13"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K14"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K15"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K16"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K17"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K18"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K19"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K20"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K21"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K22"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K23"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K24"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K25"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K26"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K27"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K28"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K29"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K30"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K31"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K32"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K33"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K34"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K35"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K36"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K37"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K38"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K39"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K40"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K41"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K42"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K43"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K44"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K45"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K46"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K47"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K48"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K49"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K50"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K51"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K52"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K53"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K54"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K55"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K56"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K57"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K58"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K59"
"Epilepsy, leukaemia, and other noncommunicable diseases","K06-K60","K60"
"Other infections","K61","K61"
"Epilepsy, leukaemia, and other noncommunicable diseases","K62-K63","K62"
"Epilepsy, leukaemia, and other noncommunicable diseases","K62-K63","K63"
"Other infections","K65","K65"
"Other infections","K67","K67"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K70"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K71"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K72"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K73"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K74"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K75"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K76"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K77"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K78"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K79"
