"","icd10_code","wva2016_code","wva2016_title","icd10_range.x","wbd10_age","wbd10_kind","wbd10_kind_depth","wbd10_codex4","wbd10_codex2","wbd10_code","wbd10_codex4_title","wbd10_codex2_title","wbd10_title","icd10_range.y"
"393","E34",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"394","E35",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"395","E40",3.02,"Severe malnutrition","E40-46","adult","codex",3,1,"1O","1O01","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Protein-energy malnutrition","E40-E46,X53-X54"
"396","E41",3.02,"Severe malnutrition","E40-46","adult","codex",3,1,"1O","1O01","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Protein-energy malnutrition","E40-E46,X53-X54"
"397","E42",3.02,"Severe malnutrition","E40-46","adult","codex",3,1,"1O","1O01","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Protein-energy malnutrition","E40-E46,X53-X54"
"398","E43",3.02,"Severe malnutrition","E40-46","adult","codex",3,1,"1O","1O01","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Protein-energy malnutrition","E40-E46,X53-X54"
"399","E44",3.02,"Severe malnutrition","E40-46","adult","codex",3,1,"1O","1O01","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Protein-energy malnutrition","E40-E46,X53-X54"
"400","E45",3.02,"Severe malnutrition","E40-46","adult","codex",3,1,"1O","1O01","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Protein-energy malnutrition","E40-E46,X53-X54"
"401","E46",3.02,"Severe malnutrition","E40-46","adult","codex",3,1,"1O","1O01","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Protein-energy malnutrition","E40-E46,X53-X54"
"402","E50",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"403","E51",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"404","E52",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"405","E53",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"406","E54",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"407","E55",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"408","E56",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"409","E57",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"410","E58",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"411","E59",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"412","E60",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"413","E61",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"414","E62",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"415","E63",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"416","E64",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,1,"1O","1O02","Communicable, maternal, perinatal and nutritional conditions","Nutritional deficiencies","Iron, vitamin deficienies and nutritional anaemias","D50-D53,D64,E00-E02,E50-E64"
"417","E65",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"418","E66",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"419","E67",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"420","E68",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"421","E69",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"422","E70",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"423","E71",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"424","E72",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"425","E73",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"426","E74",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"427","E75",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"428","E76",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"429","E77",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"430","E78",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"431","E79",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"432","E80",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"433","E81",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"434","E82",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"435","E83",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"436","E84",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"437","E85",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"438","E86",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"439","E87",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"440","E88",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"441","E89",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"442","E90",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2C","2C01","Noncommunicable diseases","Endocrine and immune disorders","Endocrine and immune disorders","D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
"443","F00",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"444","F01",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"445","F02",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"446","F03",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"447","F04",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"448","F05",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"449","F06",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"450","F07",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"451","F08",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"452","F09",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"453","F10",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2J","2J02","Noncommunicable diseases","Digestive diseases","Lliver and alcohol related diseases","B18,F10,K70-K77,R16-R18,X45,Y15,Y90-Y91"
"454","F11",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"455","F12",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
"456","F13",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","adult","codex",3,2,"2D","2D02","Noncommunicable diseases","Neuro-psychiatric conditions","Other neuropsychiatric disorders","F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
