icd10_code,cghr_code,cghr_label,wbd10_kind_depth,wbd10_codex4,wbd10_codex2,wbd10_code,wbd10_codex4_title,wbd10_codex2_title,wbd10_title,icd10_range
G51,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G52,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G53,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G54,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G55,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G56,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G57,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G58,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G59,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G60,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G61,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G62,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G63,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G64,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G65,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G66,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G67,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G68,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G69,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G70,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G71,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G72,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G73,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G80,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G81,10,Stroke,3,2,2G,2G04,Noncommunicable diseases,Cardiovascular diseases,Cerebrovascular disease,"I60-I69,G45-G46,G81-G83"
G82,10,Stroke,3,2,2G,2G04,Noncommunicable diseases,Cardiovascular diseases,Cerebrovascular disease,"I60-I69,G45-G46,G81-G83"
G83,10,Stroke,3,2,2G,2G04,Noncommunicable diseases,Cardiovascular diseases,Cerebrovascular disease,"I60-I69,G45-G46,G81-G83"
G90,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G91,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G92,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G93,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G94,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G95,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G96,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G97,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G98,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
G99,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
H00,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H01,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H02,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H03,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H04,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H05,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H06,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H10,4,Unspec. infect.,3,1,1K,1K02,"Communicable, maternal, perinatal and nutritional conditions",Acute bacterial sepsis & severe Infections,Severe Localized Infection,"H10,H60,I30,I32-I33,I39-I41,K02,K04-K05,K61,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61"
H11,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H12,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H13,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H14,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H15,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H16,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H17,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H18,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H19,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H20,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H21,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H22,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H23,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H24,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H25,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H26,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H27,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H28,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H29,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H30,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H31,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H32,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H33,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H34,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H35,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H36,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H37,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H38,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H39,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H40,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H41,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H42,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H43,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H44,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H45,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H46,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H47,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H48,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H49,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H50,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H51,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H52,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H53,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H54,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H55,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H56,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H57,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H58,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H59,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H60,4,Unspec. infect.,3,1,1K,1K02,"Communicable, maternal, perinatal and nutritional conditions",Acute bacterial sepsis & severe Infections,Severe Localized Infection,"H10,H60,I30,I32-I33,I39-I41,K02,K04-K05,K61,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61"
H61,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H62,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H65,1,Acute resp.,3,1,1J,1J01,"Communicable, maternal, perinatal and nutritional conditions",Respiratory infections,Acute respiratory infections,"H65-H68,H70-H71,J00-J22,J32,J36,J85-J86,P23,U04"
H66,1,Acute resp.,3,1,1J,1J01,"Communicable, maternal, perinatal and nutritional conditions",Respiratory infections,Acute respiratory infections,"H65-H68,H70-H71,J00-J22,J32,J36,J85-J86,P23,U04"
H67,1,Acute resp.,3,1,1J,1J01,"Communicable, maternal, perinatal and nutritional conditions",Respiratory infections,Acute respiratory infections,"H65-H68,H70-H71,J00-J22,J32,J36,J85-J86,P23,U04"
H68,1,Acute resp.,3,1,1J,1J01,"Communicable, maternal, perinatal and nutritional conditions",Respiratory infections,Acute respiratory infections,"H65-H68,H70-H71,J00-J22,J32,J36,J85-J86,P23,U04"
H69,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H70,1,Acute resp.,3,1,1J,1J01,"Communicable, maternal, perinatal and nutritional conditions",Respiratory infections,Acute respiratory infections,"H65-H68,H70-H71,J00-J22,J32,J36,J85-J86,P23,U04"
H71,1,Acute resp.,3,1,1J,1J01,"Communicable, maternal, perinatal and nutritional conditions",Respiratory infections,Acute respiratory infections,"H65-H68,H70-H71,J00-J22,J32,J36,J85-J86,P23,U04"
H72,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H73,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H74,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H75,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H76,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H77,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H78,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H79,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H80,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H81,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H82,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H83,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H84,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H85,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H86,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H87,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H88,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H89,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H90,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H91,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H92,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H93,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
H94,14,Other NCDs,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95"
