"","icd10_code","wva2016_code","wva2016_title","icd10_range.x","wbd10_age","wbd10_kind","wbd10_kind_depth","wbd10_codex4","wbd10_codex2","wbd10_code","wbd10_codex4_title","wbd10_codex2_title","wbd10_title","icd10_range.y"
"453","F20",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"454","F21",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"455","F22",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"456","F23",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"457","F24",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"458","F25",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"459","F26",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"460","F27",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"461","F28",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"462","F29",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"463","F30",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"464","F31",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"465","F32",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"466","F33",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"467","F34",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"468","F35",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"469","F36",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"470","F37",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"471","F38",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"472","F39",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"473","F40",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"474","F41",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"475","F42",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"476","F43",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"477","F44",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
"478","F45",98,"Other and unspecified non- communicable disease","D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99","neo","codex",3,2,"2A","2A01","Noncommunicable diseases","Other noncommunicable diseases","Other noncommunicable diseases","C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03,R05,R06,R11-R23,R26,R27,R29-R36,R39-R49,R55,R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90,R91"
