kind,kind_depth,chapter,code,title
category,2,VII,H16.4,Corneal neovascularization
category,2,VII,H16.8,Other keratitis
category,2,VII,H16.9,"Keratitis, unspecified"
category,1,VII,H17,Corneal scars and opacities
category,2,VII,H17.0,Adherent leukoma
category,2,VII,H17.1,Other central corneal opacity
category,2,VII,H17.8,Other corneal scars and opacities
category,2,VII,H17.9,"Corneal scar and opacity, unspecified"
category,1,VII,H18,Other disorders of cornea
category,2,VII,H18.0,Corneal pigmentations and deposits
category,2,VII,H18.1,Bullous keratopathy
category,2,VII,H18.2,Other corneal oedema
category,2,VII,H18.3,Changes in corneal membranes
category,2,VII,H18.4,Corneal degeneration
category,2,VII,H18.5,Hereditary corneal dystrophies
category,2,VII,H18.6,Keratoconus
category,2,VII,H18.7,Other corneal deformities
category,2,VII,H18.8,Other specified disorders of cornea
category,2,VII,H18.9,"Disorder of cornea, unspecified"
category,1,VII,H19,Disorders of sclera and cornea in diseases classified elsewhere
category,2,VII,H19.0,Scleritis and episcleritis in diseases classified elsewhere
category,2,VII,H19.1,Herpesviral keratitis and keratoconjunctivitis
category,2,VII,H19.2,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere
category,2,VII,H19.3,Keratitis and keratoconjunctivitis in other diseases classified elsewhere
category,2,VII,H19.8,Other disorders of sclera and cornea in diseases classified elsewhere
category,1,VII,H20,Iridocyclitis
category,2,VII,H20.0,Acute and subacute iridocyclitis
category,2,VII,H20.1,Chronic iridocyclitis
category,2,VII,H20.2,Lens-induced iridocyclitis
category,2,VII,H20.8,Other iridocyclitis
category,2,VII,H20.9,"Iridocyclitis, unspecified"
category,1,VII,H21,Other disorders of iris and ciliary body
category,2,VII,H21.0,Hyphaema
category,2,VII,H21.1,Other vascular disorders of iris and ciliary body
category,2,VII,H21.2,Degeneration of iris and ciliary body
category,2,VII,H21.3,"Cyst of iris, ciliary body and anterior chamber"
category,2,VII,H21.4,Pupillary membranes
category,2,VII,H21.5,Other adhesions and disruptions of iris and ciliary body
category,2,VII,H21.8,Other specified disorders of iris and ciliary body
category,2,VII,H21.9,"Disorder of iris and ciliary body, unspecified"
category,1,VII,H22,Disorders of iris and ciliary body in diseases classified elsewhere
category,2,VII,H22.0,Iridocyclitis in infectious and parasitic diseases classified elsewhere
category,2,VII,H22.1,Iridocyclitis in other diseases classified elsewhere
category,2,VII,H22.8,Other disorders of iris and ciliary body in diseases classified elsewhere
block,1,VII,H25-H28,Disorders of lens
category,1,VII,H25,Senile cataract
category,2,VII,H25.0,Senile incipient cataract
category,2,VII,H25.1,Senile nuclear cataract
category,2,VII,H25.2,"Senile cataract, morgagnian type"
category,2,VII,H25.8,Other senile cataract
category,2,VII,H25.9,"Senile cataract, unspecified"
category,1,VII,H26,Other cataract
category,2,VII,H26.0,"Infantile, juvenile and presenile cataract"
category,2,VII,H26.1,Traumatic cataract
category,2,VII,H26.2,Complicated cataract
category,2,VII,H26.3,Drug-induced cataract
category,2,VII,H26.4,After-cataract
category,2,VII,H26.8,Other specified cataract
category,2,VII,H26.9,"Cataract, unspecified"
category,1,VII,H27,Other disorders of lens
category,2,VII,H27.0,Aphakia
category,2,VII,H27.1,Dislocation of lens
category,2,VII,H27.8,Other specified disorders of lens
category,2,VII,H27.9,"Disorder of lens, unspecified"
category,1,VII,H28,Cataract and other disorders of lens in diseases classified elsewhere
category,2,VII,H28.0,Diabetic cataract
category,2,VII,H28.1,"Cataract in other endocrine, nutritional and metabolic diseases"
category,2,VII,H28.2,Cataract in other diseases classified elsewhere
category,2,VII,H28.8,Other disorders of lens in diseases classified elsewhere
block,1,VII,H30-H36,Disorders of choroid and retina
category,1,VII,H30,Chorioretinal inflammation
category,2,VII,H30.0,Focal chorioretinal inflammation
category,2,VII,H30.1,Disseminated chorioretinal inflammation
category,2,VII,H30.2,Posterior cyclitis
category,2,VII,H30.8,Other chorioretinal inflammations
category,2,VII,H30.9,"Chorioretinal inflammation, unspecified"
category,1,VII,H31,Other disorders of choroid
category,2,VII,H31.0,Chorioretinal scars
category,2,VII,H31.1,Choroidal degeneration
category,2,VII,H31.2,Hereditary choroidal dystrophy
category,2,VII,H31.3,Choroidal haemorrhage and rupture
category,2,VII,H31.4,Choroidal detachment
category,2,VII,H31.8,Other specified disorders of choroid
category,2,VII,H31.9,"Disorder of choroid, unspecified"
category,1,VII,H32,Chorioretinal disorders in diseases classified elsewhere
category,2,VII,H32.0,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere
category,2,VII,H32.8,Other chorioretinal disorders in diseases classified elsewhere
category,1,VII,H33,Retinal detachments and breaks
category,2,VII,H33.0,Retinal detachment with retinal break
category,2,VII,H33.1,Retinoschisis and retinal cysts
category,2,VII,H33.2,Serous retinal detachment
category,2,VII,H33.3,Retinal breaks without detachment
category,2,VII,H33.4,Traction detachment of retina
category,2,VII,H33.5,Other retinal detachments
category,1,VII,H34,Retinal vascular occlusions
category,2,VII,H34.0,Transient retinal artery occlusion
category,2,VII,H34.1,Central retinal artery occlusion
category,2,VII,H34.2,Other retinal artery occlusions
category,2,VII,H34.8,Other retinal vascular occlusions
category,2,VII,H34.9,"Retinal vascular occlusion, unspecified"
category,1,VII,H35,Other retinal disorders
category,2,VII,H35.0,Background retinopathy and retinal vascular changes
category,2,VII,H35.1,Retinopathy of prematurity
category,2,VII,H35.2,Other proliferative retinopathy
category,2,VII,H35.3,Degeneration of macula and posterior pole
category,2,VII,H35.4,Peripheral retinal degeneration
category,2,VII,H35.5,Hereditary retinal dystrophy
category,2,VII,H35.6,Retinal haemorrhage
category,2,VII,H35.7,Separation of retinal layers
category,2,VII,H35.8,Other specified retinal disorders
category,2,VII,H35.9,"Retinal disorder, unspecified"
category,1,VII,H36,Retinal disorders in diseases classified elsewhere
category,2,VII,H36.0,Diabetic retinopathy
category,2,VII,H36.8,Other retinal disorders in diseases classified elsewhere
block,1,VII,H40-H42,Glaucoma
category,1,VII,H40,Glaucoma
category,2,VII,H40.0,Glaucoma suspect
category,2,VII,H40.1,Primary open-angle glaucoma
category,2,VII,H40.2,Primary angle-closure glaucoma
category,2,VII,H40.3,Glaucoma secondary to eye trauma
category,2,VII,H40.4,Glaucoma secondary to eye inflammation
category,2,VII,H40.5,Glaucoma secondary to other eye disorders
category,2,VII,H40.6,Glaucoma secondary to drugs
category,2,VII,H40.8,Other glaucoma
category,2,VII,H40.9,"Glaucoma, unspecified"
category,1,VII,H42,Glaucoma in diseases classified elsewhere
category,2,VII,H42.0,"Glaucoma in endocrine, nutritional and metabolic diseases"
category,2,VII,H42.8,Glaucoma in other diseases classified elsewhere
block,1,VII,H43-H45,Disorders of vitreous body and globe
category,1,VII,H43,Disorders of vitreous body
category,2,VII,H43.0,Vitreous prolapse
category,2,VII,H43.1,Vitreous haemorrhage
category,2,VII,H43.2,Crystalline deposits in vitreous body
category,2,VII,H43.3,Other vitreous opacities
category,2,VII,H43.8,Other disorders of vitreous body
category,2,VII,H43.9,"Disorder of vitreous body, unspecified"
category,1,VII,H44,Disorders of globe
category,2,VII,H44.0,Purulent endophthalmitis
category,2,VII,H44.1,Other endophthalmitis
category,2,VII,H44.2,Degenerative myopia
category,2,VII,H44.3,Other degenerative disorders of globe
category,2,VII,H44.4,Hypotony of eye
category,2,VII,H44.5,Degenerated conditions of globe
category,2,VII,H44.6,"Retained (old) intraocular foreign body, magnetic"
category,2,VII,H44.7,"Retained (old) intraocular foreign body, nonmagnetic"
category,2,VII,H44.8,Other disorders of globe
category,2,VII,H44.9,"Disorder of globe, unspecified"
category,1,VII,H45,Disorders of vitreous body and globe in diseases classified elsewhere
category,2,VII,H45.0,Vitreous haemorrhage in diseases classified elsewhere
category,2,VII,H45.1,Endophthalmitis in diseases classified elsewhere
category,2,VII,H45.8,Other disorders of vitreous body and globe in diseases classified elsewhere
block,1,VII,H46-H48,Disorders of optic nerve and visual pathways
category,1,VII,H46,Optic neuritis
category,1,VII,H47,Other disorders of optic [2nd] nerve and visual pathways
category,2,VII,H47.0,"Disorders of optic nerve, not elsewhere classified"
category,2,VII,H47.1,"Papilloedema, unspecified"
category,2,VII,H47.2,Optic atrophy
category,2,VII,H47.3,Other disorders of optic disc
category,2,VII,H47.4,Disorders of optic chiasm
category,2,VII,H47.5,Disorders of other visual pathways
category,2,VII,H47.6,Disorders of visual cortex
category,2,VII,H47.7,"Disorder of visual pathways, unspecified"
category,1,VII,H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere
category,2,VII,H48.0,Optic atrophy in diseases classified elsewhere
category,2,VII,H48.1,Retrobulbar neuritis in diseases classified elsewhere
category,2,VII,H48.8,Other disorders of optic nerve and visual pathways in diseases classified elsewhere
block,1,VII,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction"
category,1,VII,H49,Paralytic strabismus
category,2,VII,H49.0,Third [oculomotor] nerve palsy
category,2,VII,H49.1,Fourth [trochlear] nerve palsy
category,2,VII,H49.2,Sixth [abducent] nerve palsy
category,2,VII,H49.3,Total (external) ophthalmoplegia
category,2,VII,H49.4,Progressive external ophthalmoplegia
category,2,VII,H49.8,Other paralytic strabismus
category,2,VII,H49.9,"Paralytic strabismus, unspecified"
category,1,VII,H50,Other strabismus
category,2,VII,H50.0,Convergent concomitant strabismus
category,2,VII,H50.1,Divergent concomitant strabismus
category,2,VII,H50.2,Vertical strabismus
category,2,VII,H50.3,Intermittent heterotropia
category,2,VII,H50.4,Other and unspecified heterotropia
category,2,VII,H50.5,Heterophoria
category,2,VII,H50.6,Mechanical strabismus
category,2,VII,H50.8,Other specified strabismus
category,2,VII,H50.9,"Strabismus, unspecified"
category,1,VII,H51,Other disorders of binocular movement
category,2,VII,H51.0,Palsy of conjugate gaze
category,2,VII,H51.1,Convergence insufficiency and excess
category,2,VII,H51.2,Internuclear ophthalmoplegia
category,2,VII,H51.8,Other specified disorders of binocular movement
category,2,VII,H51.9,"Disorder of binocular movement, unspecified"
category,1,VII,H52,Disorders of refraction and accommodation
category,2,VII,H52.0,Hypermetropia
category,2,VII,H52.1,Myopia
category,2,VII,H52.2,Astigmatism
category,2,VII,H52.3,Anisometropia and aniseikonia
category,2,VII,H52.4,Presbyopia
category,2,VII,H52.5,Disorders of accommodation
category,2,VII,H52.6,Other disorders of refraction
category,2,VII,H52.7,"Disorder of refraction, unspecified"
block,1,VII,H53-H54,Visual disturbances and blindness
category,1,VII,H53,Visual disturbances
category,2,VII,H53.0,Amblyopia ex anopsia
category,2,VII,H53.1,Subjective visual disturbances
category,2,VII,H53.2,Diplopia
category,2,VII,H53.3,Other disorders of binocular vision
category,2,VII,H53.4,Visual field defects
category,2,VII,H53.5,Colour vision deficiencies
category,2,VII,H53.6,Night blindness
category,2,VII,H53.8,Other visual disturbances
category,2,VII,H53.9,"Visual disturbance, unspecified"
category,1,VII,H54,Visual impairment including blindness (binocular or monocular)
category,2,VII,H54.0,"Blindness, binocular"
category,2,VII,H54.1,"Severe visual impairment, binocular"
category,2,VII,H54.2,"Moderate visual impairment, binocular"
category,2,VII,H54.3,"Mild or no visual impairment, binocular"
category,2,VII,H54.4,"Blindness, monocular"
category,2,VII,H54.5,"Severe visual impairment, monocular"
category,2,VII,H54.6,"Moderate visual impairment, monocular"
category,2,VII,H54.9,Unspecified visual impairment (binocular)
block,1,VII,H55-H59,Other disorders of eye and adnexa
category,1,VII,H55,Nystagmus and other irregular eye movements
category,1,VII,H57,Other disorders of eye and adnexa
category,2,VII,H57.0,Anomalies of pupillary function
category,2,VII,H57.1,Ocular pain
category,2,VII,H57.8,Other specified disorders of eye and adnexa
category,2,VII,H57.9,"Disorder of eye and adnexa, unspecified"
category,1,VII,H58,Other disorders of eye and adnexa in diseases classified elsewhere
category,2,VII,H58.0,Anomalies of pupillary function in diseases classified elsewhere
category,2,VII,H58.1,Visual disturbances in diseases classified elsewhere
category,2,VII,H58.8,Other specified disorders of eye and adnexa in diseases classified elsewhere
category,1,VII,H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified"
category,2,VII,H59.0,Keratopathy (bullous aphakic) following cataract surgery
category,2,VII,H59.8,Other postprocedural disorders of eye and adnexa
category,2,VII,H59.9,"Postprocedural disorder of eye and adnexa, unspecified"
chapter,1,VIII,VIII,Diseases of the ear and mastoid process
block,1,VIII,H60-H62,Diseases of external ear
category,1,VIII,H60,Otitis externa
category,2,VIII,H60.0,Abscess of external ear
category,2,VIII,H60.1,Cellulitis of external ear
category,2,VIII,H60.2,Malignant otitis externa
category,2,VIII,H60.3,Other infective otitis externa
category,2,VIII,H60.4,Cholesteatoma of external ear
category,2,VIII,H60.5,"Acute otitis externa, noninfective"
category,2,VIII,H60.8,Other otitis externa
category,2,VIII,H60.9,"Otitis externa, unspecified"
category,1,VIII,H61,Other disorders of external ear
category,2,VIII,H61.0,Perichondritis of external ear
category,2,VIII,H61.1,Noninfective disorders of pinna
category,2,VIII,H61.2,Impacted cerumen
category,2,VIII,H61.3,Acquired stenosis of external ear canal
category,2,VIII,H61.8,Other specified disorders of external ear
category,2,VIII,H61.9,"Disorder of external ear, unspecified"
category,1,VIII,H62,Disorders of external ear in diseases classified elsewhere
category,2,VIII,H62.0,Otitis externa in bacterial diseases classified elsewhere
category,2,VIII,H62.1,Otitis externa in viral diseases classified elsewhere
category,2,VIII,H62.2,Otitis externa in mycoses
category,2,VIII,H62.3,Otitis externa in other infectious and parasitic diseases classified elsewhere
category,2,VIII,H62.4,Otitis externa in other diseases classified elsewhere
category,2,VIII,H62.8,Other disorders of external ear in diseases classified elsewhere
block,1,VIII,H65-H75,Diseases of middle ear and mastoid
category,1,VIII,H65,Nonsuppurative otitis media
category,2,VIII,H65.0,Acute serous otitis media
category,2,VIII,H65.1,Other acute nonsuppurative otitis media
category,2,VIII,H65.2,Chronic serous otitis media
category,2,VIII,H65.3,Chronic mucoid otitis media
category,2,VIII,H65.4,Other chronic nonsuppurative otitis media
category,2,VIII,H65.9,"Nonsuppurative otitis media, unspecified"
category,1,VIII,H66,Suppurative and unspecified otitis media
category,2,VIII,H66.0,Acute suppurative otitis media
category,2,VIII,H66.1,Chronic tubotympanic suppurative otitis media
category,2,VIII,H66.2,Chronic atticoantral suppurative otitis media
category,2,VIII,H66.3,Other chronic suppurative otitis media
category,2,VIII,H66.4,"Suppurative otitis media, unspecified"
category,2,VIII,H66.9,"Otitis media, unspecified"
category,1,VIII,H67,Otitis media in diseases classified elsewhere
category,2,VIII,H67.0,Otitis media in bacterial diseases classified elsewhere
category,2,VIII,H67.1,Otitis media in viral diseases classified elsewhere
category,2,VIII,H67.8,Otitis media in other diseases classified elsewhere
category,1,VIII,H68,Eustachian salpingitis and obstruction
category,2,VIII,H68.0,Eustachian salpingitis
category,2,VIII,H68.1,Obstruction of Eustachian tube
category,1,VIII,H69,Other disorders of Eustachian tube
category,2,VIII,H69.0,Patulous Eustachian tube
category,2,VIII,H69.8,Other specified disorders of Eustachian tube
category,2,VIII,H69.9,"Eustachian tube disorder, unspecified"
category,1,VIII,H70,Mastoiditis and related conditions
category,2,VIII,H70.0,Acute mastoiditis
category,2,VIII,H70.1,Chronic mastoiditis
category,2,VIII,H70.2,Petrositis
category,2,VIII,H70.8,Other mastoiditis and related conditions
category,2,VIII,H70.9,"Mastoiditis, unspecified"
category,1,VIII,H71,Cholesteatoma of middle ear
category,1,VIII,H72,Perforation of tympanic membrane
category,2,VIII,H72.0,Central perforation of tympanic membrane
category,2,VIII,H72.1,Attic perforation of tympanic membrane
category,2,VIII,H72.2,Other marginal perforations of tympanic membrane
category,2,VIII,H72.8,Other perforations of tympanic membrane
category,2,VIII,H72.9,"Perforation of tympanic membrane, unspecified"
category,1,VIII,H73,Other disorders of tympanic membrane
category,2,VIII,H73.0,Acute myringitis
category,2,VIII,H73.1,Chronic myringitis
category,2,VIII,H73.8,Other specified disorders of tympanic membrane
category,2,VIII,H73.9,"Disorder of tympanic membrane, unspecified"
category,1,VIII,H74,Other disorders of middle ear and mastoid
category,2,VIII,H74.0,Tympanosclerosis
category,2,VIII,H74.1,Adhesive middle ear disease
category,2,VIII,H74.2,Discontinuity and dislocation of ear ossicles
category,2,VIII,H74.3,Other acquired abnormalities of ear ossicles
category,2,VIII,H74.4,Polyp of middle ear
category,2,VIII,H74.8,Other specified disorders of middle ear and mastoid
category,2,VIII,H74.9,"Disorder of middle ear and mastoid, unspecified"
category,1,VIII,H75,Other disorders of middle ear and mastoid in diseases classified elsewhere
category,2,VIII,H75.0,Mastoiditis in infectious and parasitic diseases classified elsewhere
category,2,VIII,H75.8,Other specified disorders of middle ear and mastoid in diseases classified elsewhere
block,1,VIII,H80-H83,Diseases of inner ear
category,1,VIII,H80,Otosclerosis
category,2,VIII,H80.0,"Otosclerosis involving oval window, nonobliterative"
category,2,VIII,H80.1,"Otosclerosis involving oval window, obliterative"
category,2,VIII,H80.2,Cochlear otosclerosis
category,2,VIII,H80.8,Other otosclerosis
category,2,VIII,H80.9,"Otosclerosis, unspecified"
category,1,VIII,H81,Disorders of vestibular function
category,2,VIII,H81.0,Ménière disease
category,2,VIII,H81.1,Benign paroxysmal vertigo
category,2,VIII,H81.2,Vestibular neuronitis
category,2,VIII,H81.3,Other peripheral vertigo
category,2,VIII,H81.4,Vertigo of central origin
category,2,VIII,H81.8,Other disorders of vestibular function
category,2,VIII,H81.9,"Disorder of vestibular function, unspecified"
category,1,VIII,H82,Vertiginous syndromes in diseases classified elsewhere
category,1,VIII,H83,Other diseases of inner ear
category,2,VIII,H83.0,Labyrinthitis
category,2,VIII,H83.1,Labyrinthine fistula
category,2,VIII,H83.2,Labyrinthine dysfunction
category,2,VIII,H83.3,Noise effects on inner ear
category,2,VIII,H83.8,Other specified diseases of inner ear
category,2,VIII,H83.9,"Disease of inner ear, unspecified"
block,1,VIII,H90-H95,Other disorders of ear
category,1,VIII,H90,Conductive and sensorineural hearing loss
category,2,VIII,H90.0,"Conductive hearing loss, bilateral"
category,2,VIII,H90.1,"Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side"
category,2,VIII,H90.2,"Conductive hearing loss, unspecified"
category,2,VIII,H90.3,"Sensorineural hearing loss, bilateral"
category,2,VIII,H90.4,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side"
category,2,VIII,H90.5,"Sensorineural hearing loss, unspecified"
category,2,VIII,H90.6,"Mixed conductive and sensorineural hearing loss, bilateral"
category,2,VIII,H90.7,"Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side"
category,2,VIII,H90.8,"Mixed conductive and sensorineural hearing loss, unspecified"
category,1,VIII,H91,Other hearing loss
category,2,VIII,H91.0,Ototoxic hearing loss
category,2,VIII,H91.1,Presbycusis
category,2,VIII,H91.2,Sudden idiopathic hearing loss
category,2,VIII,H91.3,"Deaf mutism, not elsewhere classified"
category,2,VIII,H91.8,Other specified hearing loss
category,2,VIII,H91.9,"Hearing loss, unspecified"
category,1,VIII,H92,Otalgia and effusion of ear
category,2,VIII,H92.0,Otalgia
category,2,VIII,H92.1,Otorrhoea
category,2,VIII,H92.2,Otorrhagia
category,1,VIII,H93,"Other disorders of ear, not elsewhere classified"
category,2,VIII,H93.0,Degenerative and vascular disorders of ear
category,2,VIII,H93.1,Tinnitus
category,2,VIII,H93.2,Other abnormal auditory perceptions
category,2,VIII,H93.3,Disorders of acoustic nerve
category,2,VIII,H93.8,Other specified disorders of ear
category,2,VIII,H93.9,"Disorder of ear, unspecified"
category,1,VIII,H94,Other disorders of ear in diseases classified elsewhere
category,2,VIII,H94.0,Acoustic neuritis in infectious and parasitic diseases classified elsewhere
category,2,VIII,H94.8,Other specified disorders of ear in diseases classified elsewhere
category,1,VIII,H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified"
category,2,VIII,H95.0,Recurrent cholesteatoma of postmastoidectomy cavity
category,2,VIII,H95.1,Other disorders following mastoidectomy
category,2,VIII,H95.8,Other postprocedural disorders of ear and mastoid process
category,2,VIII,H95.9,"Postprocedural disorder of ear and mastoid process, unspecified"
chapter,1,IX,IX,Diseases of the circulatory system
block,1,IX,I00-I02,Acute rheumatic fever
category,1,IX,I00,Rheumatic fever without mention of heart involvement
category,1,IX,I01,Rheumatic fever with heart involvement
category,2,IX,I01.0,Acute rheumatic pericarditis
category,2,IX,I01.1,Acute rheumatic endocarditis
category,2,IX,I01.2,Acute rheumatic myocarditis
category,2,IX,I01.8,Other acute rheumatic heart disease
category,2,IX,I01.9,"Acute rheumatic heart disease, unspecified"
category,1,IX,I02,Rheumatic chorea
category,2,IX,I02.0,Rheumatic chorea with heart involvement
category,2,IX,I02.9,Rheumatic chorea without heart involvement
block,1,IX,I05-I09,Chronic rheumatic heart diseases
category,1,IX,I05,Rheumatic mitral valve diseases
category,2,IX,I05.0,Mitral stenosis
category,2,IX,I05.1,Rheumatic mitral insufficiency
category,2,IX,I05.2,Mitral stenosis with insufficiency
category,2,IX,I05.8,Other mitral valve diseases
category,2,IX,I05.9,"Mitral valve disease, unspecified"
category,1,IX,I06,Rheumatic aortic valve diseases
category,2,IX,I06.0,Rheumatic aortic stenosis
category,2,IX,I06.1,Rheumatic aortic insufficiency
category,2,IX,I06.2,Rheumatic aortic stenosis with insufficiency
category,2,IX,I06.8,Other rheumatic aortic valve diseases
category,2,IX,I06.9,"Rheumatic aortic valve disease, unspecified"
category,1,IX,I07,Rheumatic tricuspid valve diseases
category,2,IX,I07.0,Tricuspid stenosis
category,2,IX,I07.1,Tricuspid insufficiency
category,2,IX,I07.2,Tricuspid stenosis with insufficiency
category,2,IX,I07.8,Other tricuspid valve diseases
category,2,IX,I07.9,"Tricuspid valve disease, unspecified"
category,1,IX,I08,Multiple valve diseases
category,2,IX,I08.0,Disorders of both mitral and aortic valves
category,2,IX,I08.1,Disorders of both mitral and tricuspid valves
category,2,IX,I08.2,Disorders of both aortic and tricuspid valves
category,2,IX,I08.3,"Combined disorders of mitral, aortic and tricuspid valves"
category,2,IX,I08.8,Other multiple valve diseases
category,2,IX,I08.9,"Multiple valve disease, unspecified"
category,1,IX,I09,Other rheumatic heart diseases
category,2,IX,I09.0,Rheumatic myocarditis
category,2,IX,I09.1,"Rheumatic diseases of endocardium, valve unspecified"
category,2,IX,I09.2,Chronic rheumatic pericarditis
category,2,IX,I09.8,Other specified rheumatic heart diseases
category,2,IX,I09.9,"Rheumatic heart disease, unspecified"
block,1,IX,I10-I15,Hypertensive diseases
category,1,IX,I10,Essential (primary) hypertension
category,1,IX,I11,Hypertensive heart disease
category,2,IX,I11.0,Hypertensive heart disease with (congestive) heart failure
category,2,IX,I11.9,Hypertensive heart disease without (congestive) heart failure
category,1,IX,I12,Hypertensive renal disease
category,2,IX,I12.0,Hypertensive renal disease with renal failure
category,2,IX,I12.9,Hypertensive renal disease without renal failure
category,1,IX,I13,Hypertensive heart and renal disease
category,2,IX,I13.0,Hypertensive heart and renal disease with (congestive) heart failure
category,2,IX,I13.1,Hypertensive heart and renal disease with renal failure
category,2,IX,I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure
category,2,IX,I13.9,"Hypertensive heart and renal disease, unspecified"
category,1,IX,I15,Secondary hypertension
category,2,IX,I15.0,Renovascular hypertension
category,2,IX,I15.1,Hypertension secondary to other renal disorders
category,2,IX,I15.2,Hypertension secondary to endocrine disorders
category,2,IX,I15.8,Other secondary hypertension
category,2,IX,I15.9,"Secondary hypertension, unspecified"
block,1,IX,I20-I25,Ischaemic heart diseases
category,1,IX,I20,Angina pectoris
category,2,IX,I20.0,Unstable angina
category,2,IX,I20.1,Angina pectoris with documented spasm
category,2,IX,I20.8,Other forms of angina pectoris
category,2,IX,I20.9,"Angina pectoris, unspecified"
category,1,IX,I21,Acute myocardial infarction
category,2,IX,I21.0,Acute transmural myocardial infarction of anterior wall
category,2,IX,I21.1,Acute transmural myocardial infarction of inferior wall
category,2,IX,I21.2,Acute transmural myocardial infarction of other sites
category,2,IX,I21.3,Acute transmural myocardial infarction of unspecified site
category,2,IX,I21.4,Acute subendocardial myocardial infarction
category,2,IX,I21.9,"Acute myocardial infarction, unspecified"
category,1,IX,I22,Subsequent myocardial infarction
category,2,IX,I22.0,Subsequent myocardial infarction of anterior wall
category,2,IX,I22.1,Subsequent myocardial infarction of inferior wall
category,2,IX,I22.8,Subsequent myocardial infarction of other sites
category,2,IX,I22.9,Subsequent myocardial infarction of unspecified site
category,1,IX,I23,Certain current complications following acute myocardial infarction
category,2,IX,I23.0,Haemopericardium as current complication following acute myocardial infarction
category,2,IX,I23.1,Atrial septal defect as current complication following acute myocardial infarction
category,2,IX,I23.2,Ventricular septal defect as current complication following acute myocardial infarction
category,2,IX,I23.3,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction
category,2,IX,I23.4,Rupture of chordae tendineae as current complication following acute myocardial infarction
category,2,IX,I23.5,Rupture of papillary muscle as current complication following acute myocardial infarction
category,2,IX,I23.6,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction"
category,2,IX,I23.8,Other current complications following acute myocardial infarction
category,1,IX,I24,Other acute ischaemic heart diseases
category,2,IX,I24.0,Coronary thrombosis not resulting in myocardial infarction
category,2,IX,I24.1,Dressler syndrome
category,2,IX,I24.8,Other forms of acute ischaemic heart disease
category,2,IX,I24.9,"Acute ischaemic heart disease, unspecified"
category,1,IX,I25,Chronic ischaemic heart disease
category,2,IX,I25.0,"Atherosclerotic cardiovascular disease, so described"
category,2,IX,I25.1,Atherosclerotic heart disease
category,2,IX,I25.2,Old myocardial infarction
category,2,IX,I25.3,Aneurysm of heart
category,2,IX,I25.4,Coronary artery aneurysm and dissection
category,2,IX,I25.5,Ischaemic cardiomyopathy
category,2,IX,I25.6,Silent myocardial ischaemia
category,2,IX,I25.8,Other forms of chronic ischaemic heart disease
category,2,IX,I25.9,"Chronic ischaemic heart disease, unspecified"
block,1,IX,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation
category,1,IX,I26,Pulmonary embolism
category,2,IX,I26.0,Pulmonary embolism with mention of acute cor pulmonale
category,2,IX,I26.9,Pulmonary embolism without mention of acute cor pulmonale
category,1,IX,I27,Other pulmonary heart diseases
category,2,IX,I27.0,Primary pulmonary hypertension
category,2,IX,I27.1,Kyphoscoliotic heart disease
category,2,IX,I27.2,Other secondary pulmonary hypertension
category,2,IX,I27.8,Other specified pulmonary heart diseases
category,2,IX,I27.9,"Pulmonary heart disease, unspecified"
category,1,IX,I28,Other diseases of pulmonary vessels
category,2,IX,I28.0,Arteriovenous fistula of pulmonary vessels
category,2,IX,I28.1,Aneurysm of pulmonary artery
category,2,IX,I28.8,Other specified diseases of pulmonary vessels
category,2,IX,I28.9,"Disease of pulmonary vessels, unspecified"
block,1,IX,I30-I52,Other forms of heart disease
category,1,IX,I30,Acute pericarditis
category,2,IX,I30.0,Acute nonspecific idiopathic pericarditis
category,2,IX,I30.1,Infective pericarditis
category,2,IX,I30.8,Other forms of acute pericarditis
category,2,IX,I30.9,"Acute pericarditis, unspecified"
category,1,IX,I31,Other diseases of pericardium
category,2,IX,I31.0,Chronic adhesive pericarditis
category,2,IX,I31.1,Chronic constrictive pericarditis
category,2,IX,I31.2,"Haemopericardium, not elsewhere classified"
category,2,IX,I31.3,Pericardial effusion (noninflammatory)
category,2,IX,I31.8,Other specified diseases of pericardium
category,2,IX,I31.9,"Disease of pericardium, unspecified"
category,1,IX,I32,Pericarditis in diseases classified elsewhere
category,2,IX,I32.0,Pericarditis in bacterial diseases classified elsewhere
category,2,IX,I32.1,Pericarditis in other infectious and parasitic diseases classified elsewhere
category,2,IX,I32.8,Pericarditis in other diseases classified elsewhere
category,1,IX,I33,Acute and subacute endocarditis
category,2,IX,I33.0,Acute and subacute infective endocarditis
category,2,IX,I33.9,"Acute endocarditis, unspecified"
