wva2016_code,wva2016_title,icd10_range,icd10_code
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I277
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I278
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I279
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I280
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I281
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I282
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I283
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I284
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I285
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I286
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I287
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I288
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I289
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I290
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I291
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I292
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I293
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I294
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I295
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I296
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I297
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I298
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I299
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I300
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I301
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I302
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I303
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I304
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I305
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I306
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I307
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I308
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I309
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I310
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I311
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I312
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I313
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I314
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I315
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I316
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I317
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I318
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I319
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I320
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I321
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I322
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I323
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I324
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I325
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I326
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I327
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I328
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I329
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I330
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I331
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I332
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I333
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I334
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I335
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I336
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I337
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I338
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I339
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I340
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I341
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I342
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I343
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I344
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I345
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I346
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I347
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I348
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I349
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I350
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I351
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I352
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I353
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I354
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I355
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I356
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I357
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I358
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I359
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I360
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I361
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I362
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I363
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I364
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I365
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I366
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I367
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I368
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I369
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I370
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I371
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I372
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I373
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I374
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I375
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I376
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I377
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I378
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I379
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I380
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I381
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I382
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I383
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I384
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I385
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I386
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I387
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I388
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I389
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I390
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I391
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I392
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I393
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I394
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I395
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I396
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I397
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I398
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I399
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I400
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I401
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I402
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I403
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I404
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I405
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I406
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I407
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I408
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I409
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I410
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I411
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I412
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I413
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I414
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I415
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I416
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I417
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I418
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I419
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I420
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I421
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I422
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I423
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I424
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I425
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I426
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I427
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I428
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I429
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I430
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I431
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I432
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I433
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I434
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I435
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I436
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I437
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I438
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I439
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I440
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I441
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I442
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I443
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I444
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I445
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I446
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I447
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I448
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I449
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I450
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I451
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I452
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I453
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I454
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I455
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I456
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I457
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I458
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I459
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I460
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I461
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I462
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I463
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I464
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I465
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I466
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I467
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I468
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I469
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I470
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I471
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I472
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I473
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I474
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I475
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I476
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I477
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I478
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I479
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I480
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I481
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I482
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I483
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I484
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I485
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I486
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I487
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I488
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I489
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I490
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I491
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I492
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I493
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I494
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I495
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I496
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I497
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I498
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I499
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I500
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I509
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I508
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I507
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I506
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I505
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I504
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I503
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I502
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I501
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I500
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I499
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I498
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I497
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I496
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I495
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I494
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I493
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I492
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I491
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I490
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I489
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I488
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I487
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I486
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I485
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I484
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I483
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I482
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I481
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I480
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I479
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I478
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I477
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I476
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I475
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I474
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I473
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I472
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I471
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I470
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I469
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I468
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I467
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I466
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I465
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I464
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I463
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I462
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I461
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I460
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I459
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I458
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I457
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I456
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I455
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I454
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I453
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I452
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I451
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I450
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I449
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I448
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I447
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I446
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I445
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I444
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I443
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I442
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I441
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I440
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I439
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I438
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I437
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I436
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I435
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I434
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I433
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I432
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I431
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I430
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I429
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I428
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I427
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I426
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I425
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I424
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I423
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I422
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I421
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I420
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I419
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I418
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I417
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I416
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I415
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I414
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I413
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I412
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I411
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I410
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I409
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I408
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I407
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I406
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I405
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I404
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I403
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I402
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I401
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I400
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I399
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I398
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I397
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I396
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I395
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I394
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I393
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I392
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I391
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I390
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I389
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I388
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I387
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I386
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I385
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I384
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I383
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I382
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I381
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I380
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I379
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I378
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I377
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I376
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I375
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I374
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I373
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I372
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I371
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I370
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I369
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I368
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I367
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I366
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I365
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I364
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I363
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I362
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I361
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I360
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I359
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I358
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I357
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I356
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I355
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I354
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I353
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I352
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I351
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I350
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I349
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I348
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I347
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I346
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I345
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I344
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I343
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I342
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I341
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I340
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I339
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I338
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I337
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I336
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I335
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I334
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I333
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I332
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I331
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I330
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I329
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I328
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I327
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I326
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I325
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I324
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I323
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I322
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I321
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I320
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I319
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I318
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I317
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I316
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I315
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I314
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I313
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I312
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I311
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I310
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I309
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I308
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I307
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I306
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I305
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I304
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I303
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I302
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I301
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I300
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I299
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I298
