icd10_kind,icd10_kind_depth,icd10_chapter,icd10_code,icd10_title,icd11_kind,icd11_kind_depth,icd11_chapter,icd11_code,icd11_title,icd11_foundation_url,icd11_linear_url
category,2,VI,G71.8,Other primary disorders of muscles,category,1,08,8C7Z,"Primary disorders of muscles, unspecified",http://id.who.int/icd/entity/833816211,http://id.who.int/icd/release/11/2022-02/mms/833816211/unspecified
category,2,VI,G71.9,"Primary disorder of muscle, unspecified",category,1,08,8C7Z,"Primary disorders of muscles, unspecified",http://id.who.int/icd/entity/833816211,http://id.who.int/icd/release/11/2022-02/mms/833816211/unspecified
category,1,VI,G72,Other myopathies,category,1,08,8C8Z,"Secondary myopathies, unspecified",http://id.who.int/icd/entity/1159616108,http://id.who.int/icd/release/11/2022-02/mms/1159616108/unspecified
category,2,VI,G72.0,Drug-induced myopathy,category,1,08,8C80,Drug-induced myopathy,http://id.who.int/icd/entity/1456167356,http://id.who.int/icd/release/11/2022-02/mms/1456167356
category,2,VI,G72.1,Alcoholic myopathy,category,2,08,8D44.1,Alcoholic myopathy,http://id.who.int/icd/entity/864064554,http://id.who.int/icd/release/11/2022-02/mms/864064554
category,2,VI,G72.2,Myopathy due to other toxic agents,category,1,08,8C8Z,"Secondary myopathies, unspecified",http://id.who.int/icd/entity/1194181847,http://id.who.int/icd/release/11/2022-02/mms/1159616108/unspecified
category,2,VI,G72.3,Periodic paralysis,category,3,08,8C74.1Z,"Periodic paralysis, unspecified",http://id.who.int/icd/entity/577112387,http://id.who.int/icd/release/11/2022-02/mms/577112387/unspecified
category,2,VI,G72.4,"Inflammatory myopathy, not elsewhere classified",category,3,04,4A41.20,Inflammatory inclusion body myositis,http://id.who.int/icd/entity/797555186,http://id.who.int/icd/release/11/2022-02/mms/797555186
category,2,VI,G72.8,Other specified myopathies,category,3,04,4A41.2Z,"Inclusion body myopathy, unspecified",http://id.who.int/icd/entity/983668658,http://id.who.int/icd/release/11/2022-02/mms/983668658/unspecified
category,2,VI,G72.9,"Myopathy, unspecified",category,1,08,8C8Z,"Secondary myopathies, unspecified",http://id.who.int/icd/entity/1159616108,http://id.who.int/icd/release/11/2022-02/mms/1159616108/unspecified
category,1,VI,G73,Disorders of myoneural junction and muscle in diseases classified elsewhere,category,1,08,8D0Z,"Diseases of neuromuscular junction or muscle, unspecified",http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified
category,2,VI,G73.0,Myasthenic syndromes in endocrine diseases,category,1,08,8C6Z,Unspecified myasthenia gravis or neuromuscular junction disorders,http://id.who.int/icd/entity/1244893501,http://id.who.int/icd/release/11/2022-02/mms/1425591047/unspecified
category,2,VI,G73.1,Lambert-Eaton syndrome,category,1,08,8C62,Lambert-Eaton syndrome,http://id.who.int/icd/entity/796417193,http://id.who.int/icd/release/11/2022-02/mms/796417193
category,2,VI,G73.2,Other myasthenic syndromes in neoplastic disease,category,1,08,8D0Z,"Diseases of neuromuscular junction or muscle, unspecified",http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified
category,2,VI,G73.3,Myasthenic syndromes in other diseases classified elsewhere,category,1,08,8D0Z,"Diseases of neuromuscular junction or muscle, unspecified",http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified
category,2,VI,G73.4,Myopathy in infectious and parasitic diseases classified elsewhere,category,1,08,8D0Z,"Diseases of neuromuscular junction or muscle, unspecified",http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified
category,2,VI,G73.5,Myopathy in endocrine diseases,category,1,08,8D0Z,"Diseases of neuromuscular junction or muscle, unspecified",http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified
category,2,VI,G73.6,Myopathy in metabolic diseases,category,1,08,8D0Z,"Diseases of neuromuscular junction or muscle, unspecified",http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified
category,2,VI,G73.7,Myopathy in other diseases classified elsewhere,category,1,08,8D0Z,"Diseases of neuromuscular junction or muscle, unspecified",http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified
block,1,VI,G80-G83,Cerebral palsy and other paralytic syndromes,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,1,VI,G80,Cerebral palsy,category,1,08,8D2Z,"Cerebral palsy, unspecified",http://id.who.int/icd/entity/76906748,http://id.who.int/icd/release/11/2022-02/mms/76906748/unspecified
category,2,VI,G80.0,Spastic quadriplegic cerebral palsy,category,3,08,8D20.10,Spastic quadriplegic cerebral palsy,http://id.who.int/icd/entity/1155284708,http://id.who.int/icd/release/11/2022-02/mms/1155284708
category,2,VI,G80.1,Spastic diplegic cerebral palsy,category,3,08,8D20.11,Spastic diplegic cerebral palsy,http://id.who.int/icd/entity/563606390,http://id.who.int/icd/release/11/2022-02/mms/563606390
category,2,VI,G80.2,Spastic hemiplegic cerebral palsy,category,2,08,8D20.0,Spastic unilateral cerebral palsy,http://id.who.int/icd/entity/1429906313,http://id.who.int/icd/release/11/2022-02/mms/1429906313
category,2,VI,G80.3,Dyskinetic cerebral palsy,category,1,08,8D21,Dyskinetic cerebral palsy,http://id.who.int/icd/entity/812740125,http://id.who.int/icd/release/11/2022-02/mms/812740125
category,2,VI,G80.4,Ataxic cerebral palsy,category,1,08,8D22,Ataxic cerebral palsy,http://id.who.int/icd/entity/1134558601,http://id.who.int/icd/release/11/2022-02/mms/1134558601
category,2,VI,G80.8,Other cerebral palsy,category,1,08,8D2Z,"Cerebral palsy, unspecified",http://id.who.int/icd/entity/76906748,http://id.who.int/icd/release/11/2022-02/mms/76906748/unspecified
category,2,VI,G80.9,"Cerebral palsy, unspecified",category,1,08,8D2Z,"Cerebral palsy, unspecified",http://id.who.int/icd/entity/76906748,http://id.who.int/icd/release/11/2022-02/mms/76906748/unspecified
category,1,VI,G81,Hemiplegia,category,2,21,MB53.Z,"Hemiplegia, unspecified",http://id.who.int/icd/entity/1641958762,http://id.who.int/icd/release/11/2022-02/mms/1641958762/unspecified
category,2,VI,G81.0,Flaccid hemiplegia,category,2,21,MB53.1,Flaccid hemiplegia,http://id.who.int/icd/entity/1478817379,http://id.who.int/icd/release/11/2022-02/mms/1478817379
category,2,VI,G81.1,Spastic hemiplegia,category,2,21,MB53.2,Spastic hemiplegia,http://id.who.int/icd/entity/1030700023,http://id.who.int/icd/release/11/2022-02/mms/1030700023
category,2,VI,G81.9,"Hemiplegia, unspecified",category,2,21,MB53.Z,"Hemiplegia, unspecified",http://id.who.int/icd/entity/1641958762,http://id.who.int/icd/release/11/2022-02/mms/1641958762/unspecified
category,1,VI,G82,Paraplegia and tetraplegia,category,1,21,MB5Z,"Paralytic symptoms, unspecified",http://id.who.int/icd/entity/1882771459,http://id.who.int/icd/release/11/2022-02/mms/1882771459/unspecified
category,2,VI,G82.0,Flaccid paraplegia,category,1,21,MB56,Paraplegia,http://id.who.int/icd/entity/1212533558,http://id.who.int/icd/release/11/2022-02/mms/1212533558
category,2,VI,G82.1,Spastic paraplegia,category,1,21,MB56,Paraplegia,http://id.who.int/icd/entity/1212533558,http://id.who.int/icd/release/11/2022-02/mms/1212533558
category,2,VI,G82.2,"Paraplegia, unspecified",category,1,21,MB56,Paraplegia,http://id.who.int/icd/entity/1212533558,http://id.who.int/icd/release/11/2022-02/mms/1212533558
category,2,VI,G82.3,Flaccid tetraplegia,category,2,21,MB50.0,Flaccid tetraplegia,http://id.who.int/icd/entity/755893924,http://id.who.int/icd/release/11/2022-02/mms/755893924
category,2,VI,G82.4,Spastic tetraplegia,category,2,21,MB50.1,Spastic tetraplegia,http://id.who.int/icd/entity/1591776568,http://id.who.int/icd/release/11/2022-02/mms/1591776568
category,2,VI,G82.5,"Tetraplegia, unspecified",category,2,21,MB50.Z,"Tetraplegia, unspecified",http://id.who.int/icd/entity/583310882,http://id.who.int/icd/release/11/2022-02/mms/583310882/unspecified
category,1,VI,G83,Other paralytic syndromes,category,1,21,MB5Z,"Paralytic symptoms, unspecified",http://id.who.int/icd/entity/1882771459,http://id.who.int/icd/release/11/2022-02/mms/1882771459/unspecified
category,2,VI,G83.0,Diplegia of upper limbs,category,2,21,MB51.Z,"Diplegia of upper extremities, unspecified",http://id.who.int/icd/entity/1163632348,http://id.who.int/icd/release/11/2022-02/mms/1163632348/unspecified
category,2,VI,G83.1,Monoplegia of lower limb,category,2,21,MB55.Z,"Monoplegia of lower extremity, unspecified",http://id.who.int/icd/entity/537940810,http://id.who.int/icd/release/11/2022-02/mms/537940810/unspecified
category,2,VI,G83.2,Monoplegia of upper limb,category,2,21,MB54.Z,"Monoplegia of upper extremity, unspecified",http://id.who.int/icd/entity/1421673399,http://id.who.int/icd/release/11/2022-02/mms/1421673399/unspecified
category,2,VI,G83.3,"Monoplegia, unspecified",category,1,21,MB5Z,"Paralytic symptoms, unspecified",http://id.who.int/icd/entity/1882771459,http://id.who.int/icd/release/11/2022-02/mms/1882771459/unspecified
category,2,VI,G83.4,Cauda equina syndrome,category,1,08,8B40,Cauda equina syndrome,http://id.who.int/icd/entity/1490265028,http://id.who.int/icd/release/11/2022-02/mms/1490265028
category,2,VI,G83.5,Locked-in syndrome,category,1,08,8E45,Locked-in syndrome,http://id.who.int/icd/entity/17562655,http://id.who.int/icd/release/11/2022-02/mms/17562655
category,2,VI,G83.6,Upper motor neuron facial paralysis,category,2,08,8B88.Z,"Disorders of facial nerve, unspecified",http://id.who.int/icd/entity/1640393055,http://id.who.int/icd/release/11/2022-02/mms/1640393055/unspecified
category,2,VI,G83.8,Other specified paralytic syndromes,category,1,21,MB5Z,"Paralytic symptoms, unspecified",http://id.who.int/icd/entity/1882771459,http://id.who.int/icd/release/11/2022-02/mms/1882771459/unspecified
category,2,VI,G83.9,"Paralytic syndrome, unspecified",category,1,21,MB5Z,"Paralytic symptoms, unspecified",http://id.who.int/icd/entity/1882771459,http://id.who.int/icd/release/11/2022-02/mms/1882771459/unspecified
block,1,VI,G90-G99,Other disorders of the nervous system,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,1,VI,G90,Disorders of autonomic nervous system,category,1,08,8D8Z,"Disorders of autonomic nervous system, unspecified",http://id.who.int/icd/entity/1397803237,http://id.who.int/icd/release/11/2022-02/mms/1397803237/unspecified
category,2,VI,G90.0,Idiopathic peripheral autonomic neuropathy,category,2,08,8D88.Z,"Autonomic neuropathies, unspecified",http://id.who.int/icd/entity/1422269907,http://id.who.int/icd/release/11/2022-02/mms/1521910549/unspecified
category,2,VI,G90.1,Familial dysautonomia [Riley-Day],category,2,08,8C21.1,Hereditary sensory and autonomic neuropathy type III,http://id.who.int/icd/entity/831377479,http://id.who.int/icd/release/11/2022-02/mms/831377479
category,2,VI,G90.2,Horner syndrome,category,2,08,8D8A.1,Horner syndrome,http://id.who.int/icd/entity/1159758008,http://id.who.int/icd/release/11/2022-02/mms/178756462
category,2,VI,G90.4,Autonomic dysreflexia,category,1,08,8D8C,Autonomic dysreflexia,http://id.who.int/icd/entity/1401282234,http://id.who.int/icd/release/11/2022-02/mms/1401282234
category,2,VI,G90.5,Complex regional pain syndrome type I,category,3,21,MG30.04,Complex regional pain syndrome,http://id.who.int/icd/entity/2067142665,http://id.who.int/icd/release/11/2022-02/mms/1834504950
category,2,VI,G90.6,Complex regional pain syndrome type II,category,3,21,MG30.04,Complex regional pain syndrome,http://id.who.int/icd/entity/1415867395,http://id.who.int/icd/release/11/2022-02/mms/1834504950
category,2,VI,G90.7,"Complex regional pain syndrome, other and unspecified type",category,3,21,MG30.04,Complex regional pain syndrome,http://id.who.int/icd/entity/1834504950,http://id.who.int/icd/release/11/2022-02/mms/1834504950
category,2,VI,G90.8,Other disorders of autonomic nervous system,category,2,08,8E4A.1,Paraneoplastic or autoimmune disorders of the peripheral or autonomic nervous system,http://id.who.int/icd/entity/1029892421,http://id.who.int/icd/release/11/2022-02/mms/1029892421
category,2,VI,G90.9,"Disorder of autonomic nervous system, unspecified",category,1,08,8D8Z,"Disorders of autonomic nervous system, unspecified",http://id.who.int/icd/entity/1397803237,http://id.who.int/icd/release/11/2022-02/mms/1397803237/unspecified
category,1,VI,G91,Hydrocephalus,category,2,08,8D64.Z,"Hydrocephalus, unspecified",http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified
category,2,VI,G91.0,Communicating hydrocephalus,category,3,08,8D64.0Z,"Communicating hydrocephalus, unspecified",http://id.who.int/icd/entity/186577228,http://id.who.int/icd/release/11/2022-02/mms/186577228/unspecified
category,2,VI,G91.1,Obstructive hydrocephalus,category,3,08,8D64.1Z,"Non-communicating hydrocephalus, unspecified",http://id.who.int/icd/entity/210183601,http://id.who.int/icd/release/11/2022-02/mms/210183601/unspecified
category,2,VI,G91.2,Normal-pressure hydrocephalus,category,3,08,8D64.04,Normal-pressure hydrocephalus,http://id.who.int/icd/entity/1507346489,http://id.who.int/icd/release/11/2022-02/mms/1507346489
category,2,VI,G91.3,"Post-traumatic hydrocephalus, unspecified",category,2,08,8D64.Z,"Hydrocephalus, unspecified",http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified
category,2,VI,G91.8,Other hydrocephalus,category,2,08,8D64.Z,"Hydrocephalus, unspecified",http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified
category,2,VI,G91.9,"Hydrocephalus, unspecified",category,2,08,8D64.Z,"Hydrocephalus, unspecified",http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified
category,1,VI,G92,Toxic encephalopathy,category,3,08,8D43.0Z,"Encephalopathy due to toxicity, unspecified",http://id.who.int/icd/entity/932482258,http://id.who.int/icd/release/11/2022-02/mms/932482258/unspecified
category,1,VI,G93,Other disorders of brain,block,1,08,nan,Other disorders of the nervous system,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115
category,2,VI,G93.0,Cerebral cysts,category,1,08,8D68,Porencephalic cyst,http://id.who.int/icd/entity/39546655,http://id.who.int/icd/release/11/2022-02/mms/39546655
category,2,VI,G93.1,"Anoxic brain damage, not elsewhere classified",category,1,08,8B24,Hypoxic-ischaemic encephalopathy,http://id.who.int/icd/entity/805990521,http://id.who.int/icd/release/11/2022-02/mms/805990521
category,2,VI,G93.2,Benign intracranial hypertension,category,2,08,8D60.Z,"Increased intracranial pressure, unspecified",http://id.who.int/icd/entity/925785183,http://id.who.int/icd/release/11/2022-02/mms/925785183/unspecified
category,2,VI,G93.3,Postviral fatigue syndrome,category,1,08,8E49,Postviral fatigue syndrome,http://id.who.int/icd/entity/569175314,http://id.who.int/icd/release/11/2022-02/mms/569175314
category,2,VI,G93.4,"Encephalopathy, unspecified",category,1,08,8E47,"Encephalopathy, not elsewhere classified",http://id.who.int/icd/entity/1375895174,http://id.who.int/icd/release/11/2022-02/mms/1375895174
category,2,VI,G93.5,Compression of brain,category,1,19,KB07,Compression of brain in neonate,http://id.who.int/icd/entity/927576852,http://id.who.int/icd/release/11/2022-02/mms/927576852
category,2,VI,G93.6,Cerebral oedema,category,2,08,8D60.1,Cerebral oedema,http://id.who.int/icd/entity/1139074029,http://id.who.int/icd/release/11/2022-02/mms/1139074029
category,2,VI,G93.7,Reye syndrome,category,1,08,8E46,Reye syndrome,http://id.who.int/icd/entity/649014905,http://id.who.int/icd/release/11/2022-02/mms/649014905
category,2,VI,G93.8,Other specified disorders of brain,block,1,08,nan,Other disorders of the nervous system,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115
category,2,VI,G93.9,"Disorder of brain, unspecified",block,1,08,nan,Other disorders of the nervous system,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115
category,1,VI,G94,Other disorders of brain in diseases classified elsewhere,category,1,08,8E4A,Paraneoplastic or autoimmune disorders of the nervous system,http://id.who.int/icd/entity/1058231555,http://id.who.int/icd/release/11/2022-02/mms/1058231555
category,2,VI,G94.0,Hydrocephalus in infectious and parasitic diseases classified elsewhere,category,3,08,8D64.0Z,"Communicating hydrocephalus, unspecified",http://id.who.int/icd/entity/1221858018,http://id.who.int/icd/release/11/2022-02/mms/186577228/unspecified
category,2,VI,G94.1,Hydrocephalus in neoplastic disease,category,1,08,8E4A,Paraneoplastic or autoimmune disorders of the nervous system,http://id.who.int/icd/entity/1058231555,http://id.who.int/icd/release/11/2022-02/mms/1058231555
category,2,VI,G94.2,Hydrocephalus in other diseases classified elsewhere,category,1,08,8E4A,Paraneoplastic or autoimmune disorders of the nervous system,http://id.who.int/icd/entity/1058231555,http://id.who.int/icd/release/11/2022-02/mms/1058231555
category,2,VI,G94.3,Encephalopathy in diseases classified elsewhere,category,1,08,8E47,"Encephalopathy, not elsewhere classified",http://id.who.int/icd/entity/1375895174,http://id.who.int/icd/release/11/2022-02/mms/1375895174
category,2,VI,G94.8,Other specified disorders of brain in diseases classified elsewhere,block,1,08,nan,Other disorders of the nervous system,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115
category,1,VI,G95,Other diseases of spinal cord,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,2,VI,G95.0,Syringomyelia and syringobulbia,category,2,08,8D66.Z,"Syringomyelia or syringobulbia, unspecified",http://id.who.int/icd/entity/1925186604,http://id.who.int/icd/release/11/2022-02/mms/1925186604/unspecified
category,2,VI,G95.1,Vascular myelopathies,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,2,VI,G95.2,"Cord compression, unspecified",category,1,08,8B42,Myelopathy,http://id.who.int/icd/entity/219469285,http://id.who.int/icd/release/11/2022-02/mms/740682437
category,2,VI,G95.8,Other specified diseases of spinal cord,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,2,VI,G95.9,"Disease of spinal cord, unspecified",category,1,08,8B4Z,"Spinal cord disorders excluding trauma, unspecified",http://id.who.int/icd/entity/2021326314,http://id.who.int/icd/release/11/2022-02/mms/2021326314/unspecified
category,1,VI,G96,Other disorders of central nervous system,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,2,VI,G96.0,Cerebrospinal fluid leak,category,1,08,8D65,Cerebrospinal fluid fistula,http://id.who.int/icd/entity/501432887,http://id.who.int/icd/release/11/2022-02/mms/501432887
category,2,VI,G96.1,"Disorders of meninges, not elsewhere classified",category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,2,VI,G96.8,Other specified disorders of central nervous system,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,2,VI,G96.9,"Disorder of central nervous system, unspecified",category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,1,VI,G97,"Postprocedural disorders of nervous system, not elsewhere classified",block,1,08,nan,Postprocedural disorders of the nervous system,http://id.who.int/icd/entity/1510094736,http://id.who.int/icd/release/11/2022-02/mms/1510094736
category,2,VI,G97.0,Cerebrospinal fluid leak from spinal puncture,category,1,08,8D65,Cerebrospinal fluid fistula,http://id.who.int/icd/entity/1699025491,http://id.who.int/icd/release/11/2022-02/mms/501432887
category,2,VI,G97.1,Other reaction to spinal and lumbar puncture,category,2,08,8A84.Z,"Secondary headache, unspecified",http://id.who.int/icd/entity/442261402,http://id.who.int/icd/release/11/2022-02/mms/296971178/unspecified
category,2,VI,G97.2,Intracranial hypotension following ventricular shunting,category,1,08,8E60,Post ventricular shunting leak,http://id.who.int/icd/entity/2119823866,http://id.who.int/icd/release/11/2022-02/mms/2119823866
category,2,VI,G97.8,Other postprocedural disorders of nervous system,block,1,08,nan,Postprocedural disorders of the nervous system,http://id.who.int/icd/entity/1510094736,http://id.who.int/icd/release/11/2022-02/mms/1510094736
category,2,VI,G97.9,"Postprocedural disorder of nervous system, unspecified",block,1,08,nan,Postprocedural disorders of the nervous system,http://id.who.int/icd/entity/1510094736,http://id.who.int/icd/release/11/2022-02/mms/1510094736
category,1,VI,G98,"Other disorders of nervous system, not elsewhere classified",category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,1,VI,G99,Other disorders of nervous system in diseases classified elsewhere,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,2,VI,G99.0,Autonomic neuropathy in endocrine and metabolic diseases,category,2,08,8D88.4,Autonomic neuropathy in endocrine and metabolic diseases,http://id.who.int/icd/entity/1036220334,http://id.who.int/icd/release/11/2022-02/mms/1036220334
category,2,VI,G99.1,Other disorders of autonomic nervous system in other diseases classified elsewhere,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,2,VI,G99.2,Myelopathy in diseases classified elsewhere,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
category,2,VI,G99.8,Other specified disorders of nervous system in diseases classified elsewhere,category,1,08,8E7Z,"Diseases of the nervous system, unspecified",http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified
chapter,1,VII,VII,Diseases of the eye and adnexa,category,1,09,9E1Z,"Diseases of the visual system, unspecified",http://id.who.int/icd/entity/868865918,http://id.who.int/icd/release/11/2022-02/mms/868865918/unspecified
block,1,VII,H00-H06,"Disorders of eyelid, lacrimal system and orbit",category,1,09,9A4Z,"Disorders of the ocular adnexa or orbit, unspecified",http://id.who.int/icd/entity/946652467,http://id.who.int/icd/release/11/2022-02/mms/946652467/unspecified
category,1,VII,H00,Hordeolum and chalazion,category,1,09,9A0Z,"Disorders of eyelid or peri-ocular area, unspecified",http://id.who.int/icd/entity/73229602,http://id.who.int/icd/release/11/2022-02/mms/73229602/unspecified
category,2,VII,H00.0,Hordeolum and other deep inflammation of eyelid,category,3,09,9A01.2Z,"Hordeolum, unspecified",http://id.who.int/icd/entity/1259721857,http://id.who.int/icd/release/11/2022-02/mms/1259721857/unspecified
category,2,VII,H00.1,Chalazion,category,3,09,9A02.0Z,"Chalazion, unspecified",http://id.who.int/icd/entity/777918741,http://id.who.int/icd/release/11/2022-02/mms/777918741/unspecified
category,1,VII,H01,Other inflammation of eyelid,category,1,09,9A02,Inflammatory disorders of eyelid,http://id.who.int/icd/entity/1504678744,http://id.who.int/icd/release/11/2022-02/mms/1504678744
category,2,VII,H01.0,Blepharitis,category,2,09,9A01.3,Infectious blepharitis,http://id.who.int/icd/entity/1475156994,http://id.who.int/icd/release/11/2022-02/mms/1475156994
category,2,VII,H01.1,Noninfectious dermatoses of eyelid,category,1,09,9A06,Certain specified disorders of eyelid,http://id.who.int/icd/entity/136743240,http://id.who.int/icd/release/11/2022-02/mms/136743240
category,2,VII,H01.8,Other specified inflammation of eyelid,category,1,09,9A02,Inflammatory disorders of eyelid,http://id.who.int/icd/entity/1504678744,http://id.who.int/icd/release/11/2022-02/mms/1504678744
category,2,VII,H01.9,"Inflammation of eyelid, unspecified",category,1,09,9A02,Inflammatory disorders of eyelid,http://id.who.int/icd/entity/1504678744,http://id.who.int/icd/release/11/2022-02/mms/1504678744
category,1,VII,H02,Other disorders of eyelid,category,1,09,9A4Z,"Disorders of the ocular adnexa or orbit, unspecified",http://id.who.int/icd/entity/946652467,http://id.who.int/icd/release/11/2022-02/mms/946652467/unspecified
category,2,VII,H02.0,Entropion and trichiasis of eyelid,category,1,09,9A4Z,"Disorders of the ocular adnexa or orbit, unspecified",http://id.who.int/icd/entity/946652467,http://id.who.int/icd/release/11/2022-02/mms/946652467/unspecified
category,2,VII,H02.1,Ectropion of eyelid,category,3,09,9A03.2Z,"Ectropion of eyelid, unspecified",http://id.who.int/icd/entity/857829804,http://id.who.int/icd/release/11/2022-02/mms/857829804/unspecified
category,2,VII,H02.2,Lagophthalmos,category,3,09,9A03.4Z,"Lagophthalmos, unspecified",http://id.who.int/icd/entity/1200365909,http://id.who.int/icd/release/11/2022-02/mms/1200365909/unspecified
category,2,VII,H02.3,Blepharochalasis,category,2,09,9A06.8,Blepharochalasis,http://id.who.int/icd/entity/583527617,http://id.who.int/icd/release/11/2022-02/mms/583527617
category,2,VII,H02.4,Ptosis of eyelid,category,3,09,9A03.0Z,"Blepharoptosis, unspecified",http://id.who.int/icd/entity/1361674069,http://id.who.int/icd/release/11/2022-02/mms/1361674069/unspecified
category,2,VII,H02.5,Other disorders affecting eyelid function,category,1,09,9A06,Certain specified disorders of eyelid,http://id.who.int/icd/entity/136743240,http://id.who.int/icd/release/11/2022-02/mms/136743240
category,2,VII,H02.6,Xanthelasma of eyelid,category,2,09,9A06.4,Xanthelasma of eyelid,http://id.who.int/icd/entity/1087365696,http://id.who.int/icd/release/11/2022-02/mms/1087365696
category,2,VII,H02.7,Other degenerative disorders of eyelid and periocular area,category,1,09,9A06,Certain specified disorders of eyelid,http://id.who.int/icd/entity/136743240,http://id.who.int/icd/release/11/2022-02/mms/136743240
category,2,VII,H02.8,Other specified disorders of eyelid,category,1,09,9A04,Acquired disorders of eyelashes,http://id.who.int/icd/entity/1105991600,http://id.who.int/icd/release/11/2022-02/mms/1105991600
category,2,VII,H02.9,"Disorder of eyelid, unspecified",category,1,21,MC1B,Symptom or complaint of the eyelid,http://id.who.int/icd/entity/1339161323,http://id.who.int/icd/release/11/2022-02/mms/1339161323
category,1,VII,H03,Disorders of eyelid in diseases classified elsewhere,category,1,09,9A0Z,"Disorders of eyelid or peri-ocular area, unspecified",http://id.who.int/icd/entity/73229602,http://id.who.int/icd/release/11/2022-02/mms/73229602/unspecified
category,2,VII,H03.0,Parasitic infestation of eyelid in diseases classified elsewhere,category,2,09,9A01.4,Infestation of eyelid,http://id.who.int/icd/entity/1251112127,http://id.who.int/icd/release/11/2022-02/mms/1251112127
category,2,VII,H03.1,Involvement of eyelid in other infectious diseases classified elsewhere,category,1,09,9A0Z,"Disorders of eyelid or peri-ocular area, unspecified",http://id.who.int/icd/entity/73229602,http://id.who.int/icd/release/11/2022-02/mms/73229602/unspecified
category,2,VII,H03.8,Involvement of eyelid in other diseases classified elsewhere,category,1,09,9A0Z,"Disorders of eyelid or peri-ocular area, unspecified",http://id.who.int/icd/entity/73229602,http://id.who.int/icd/release/11/2022-02/mms/73229602/unspecified
category,1,VII,H04,Disorders of lacrimal system,category,1,09,9A1Z,"Disorders of lacrimal apparatus, unspecified",http://id.who.int/icd/entity/1628710366,http://id.who.int/icd/release/11/2022-02/mms/1628710366/unspecified
