icd11_chapter,icd11_code,icd11_title,icd10_chapter,icd10_code,icd10_title,icd11_linear_url
5,5C90.0,Liver diseases due to urea cycle defects,IV,E70-E90,Metabolic disorders,http://id.who.int/icd/release/11/2022-02/mms/831518052
5,5C90.1,Liver diseases due to disorders of porphyrin or bilirubin metabolism or transport,IV,E70-E90,Metabolic disorders,http://id.who.int/icd/release/11/2022-02/mms/574814968
5,5C90.2,Liver diseases due to disorders of amino acid metabolism,IV,E70-E90,Metabolic disorders,http://id.who.int/icd/release/11/2022-02/mms/1276513691
5,5C90.3,Liver disease due to disorders of lysosomal storage,IV,E75,Disorders of sphingolipid metabolism and other lipid storage disorders,http://id.who.int/icd/release/11/2022-02/mms/1600152465
5,5C90.4,Liver diseases due to mitochondrial disorders,IV,E70-E90,Metabolic disorders,http://id.who.int/icd/release/11/2022-02/mms/1396810221
5,5C90.5,Liver diseases due to disorders of mineral metabolism,IV,E83,Disorders of mineral metabolism,http://id.who.int/icd/release/11/2022-02/mms/2089878635
5,5C90.Y,Other specified metabolic or transporter liver disease,IV,E70-E90,Metabolic disorders,http://id.who.int/icd/release/11/2022-02/mms/1614179699/other
5,5C90.Z,"Metabolic or transporter liver disease, unspecified",IV,E70-E90,Metabolic disorders,http://id.who.int/icd/release/11/2022-02/mms/1614179699/unspecified
5,nan,Other metabolic disorders,IV,E88,Other metabolic disorders,http://id.who.int/icd/release/11/2022-02/mms/393047701
5,5D00,Amyloidosis,IV,E85,Amyloidosis,http://id.who.int/icd/release/11/2022-02/mms/2078467774
5,5D00.0,AL amyloidosis,IV,E85.8,Other amyloidosis,http://id.who.int/icd/release/11/2022-02/mms/1061366491
5,5D00.1,AA amyloidosis,IV,E85.3,Secondary systemic amyloidosis,http://id.who.int/icd/release/11/2022-02/mms/570181034
5,5D00.2,Hereditary amyloidosis,IV,E85.2,"Heredofamilial amyloidosis, unspecified",http://id.who.int/icd/release/11/2022-02/mms/1152878652
5,5D00.20,Hereditary ATTR amyloidosis,IV,E85.1,Neuropathic heredofamilial amyloidosis,http://id.who.int/icd/release/11/2022-02/mms/807065795
5,5D00.21,Non-neuropathic heredofamilial amyloidosis,IV,E85.0,Non-neuropathic heredofamilial amyloidosis,http://id.who.int/icd/release/11/2022-02/mms/1431377239
5,5D00.2Y,Other specified hereditary amyloidosis,IV,E85.2,"Heredofamilial amyloidosis, unspecified",http://id.who.int/icd/release/11/2022-02/mms/1152878652/other
5,5D00.2Z,"Hereditary amyloidosis, unspecified",IV,E85.2,"Heredofamilial amyloidosis, unspecified",http://id.who.int/icd/release/11/2022-02/mms/1152878652/unspecified
5,5D00.3,Dialysis-associated amyloidosis,IV,E85,Amyloidosis,http://id.who.int/icd/release/11/2022-02/mms/448754119
5,5D00.Y,Other specified amyloidosis,IV,E85.8,Other amyloidosis,http://id.who.int/icd/release/11/2022-02/mms/2078467774/other
5,5D00.Z,"Amyloidosis, unspecified",IV,E85,Amyloidosis,http://id.who.int/icd/release/11/2022-02/mms/2078467774/unspecified
5,5D01,Tumour lysis syndrome,IV,E88.3,Tumour lysis syndrome,http://id.who.int/icd/release/11/2022-02/mms/1913126571
5,5D0Y,Other specified metabolic disorders,IV,E88.8,Other specified metabolic disorders,http://id.who.int/icd/release/11/2022-02/mms/393047701/other
5,5D2Z,"Metabolic disorders, unspecified",IV,E70-E90,Metabolic disorders,http://id.who.int/icd/release/11/2022-02/mms/155258022/unspecified
5,nan,Postprocedural endocrine or metabolic disorders,IV,E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1915134721
5,5D40,Postprocedural hypothyroidism,IV,E89.0,Postprocedural hypothyroidism,http://id.who.int/icd/release/11/2022-02/mms/441607893
5,5D40.0,Postirridation hypothyroidism,IV,E89.0,Postprocedural hypothyroidism,http://id.who.int/icd/release/11/2022-02/mms/130952890
5,5D40.00,Hypothyroidism postradioactive iodine ablation,IV,E89.0,Postprocedural hypothyroidism,http://id.who.int/icd/release/11/2022-02/mms/425692244
5,5D40.0Y,Other specified postirridation hypothyroidism,IV,E89.0,Postprocedural hypothyroidism,http://id.who.int/icd/release/11/2022-02/mms/130952890/other
5,5D40.0Z,"Postirridation hypothyroidism, unspecified",IV,E89.0,Postprocedural hypothyroidism,http://id.who.int/icd/release/11/2022-02/mms/130952890/unspecified
5,5D40.Y,Other specified postprocedural hypothyroidism,IV,E89.0,Postprocedural hypothyroidism,http://id.who.int/icd/release/11/2022-02/mms/441607893/other
5,5D40.Z,"Postprocedural hypothyroidism, unspecified",IV,E89.0,Postprocedural hypothyroidism,http://id.who.int/icd/release/11/2022-02/mms/441607893/unspecified
5,5D41,Postprocedural hypoinsulinaemia,IV,E89.1,Postprocedural hypoinsulinaemia,http://id.who.int/icd/release/11/2022-02/mms/2132388673
5,5D42,Postprocedural hypoparathyroidism,IV,E89.2,Postprocedural hypoparathyroidism,http://id.who.int/icd/release/11/2022-02/mms/196410302
5,5D43,Postprocedural hypopituitarism,IV,E89.3,Postprocedural hypopituitarism,http://id.who.int/icd/release/11/2022-02/mms/1862219308
5,5D44,Postprocedural ovarian failure,IV,E89.4,Postprocedural ovarian failure,http://id.who.int/icd/release/11/2022-02/mms/487695808
5,5D45,Postprocedural testicular hypofunction,IV,E89.5,Postprocedural testicular hypofunction,http://id.who.int/icd/release/11/2022-02/mms/2019190826
5,5D46,Postprocedural adrenocortical hypofunction,IV,E89.6,Postprocedural adrenocortical(-medullary) hypofunction,http://id.who.int/icd/release/11/2022-02/mms/217528533
6,06,"Mental, behavioural or neurodevelopmental disorders",V,F99-F99,Unspecified mental disorder,http://id.who.int/icd/release/11/2022-02/mms/334423054
6,nan,Neurodevelopmental disorders,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/1516623224
6,6A00,Disorders of intellectual development,V,F70-F79,Mental retardation,http://id.who.int/icd/release/11/2022-02/mms/605267007
6,6A00.0,"Disorder of intellectual development, mild",V,F70,Mild mental retardation,http://id.who.int/icd/release/11/2022-02/mms/1207960454
6,6A00.1,"Disorder of intellectual development, moderate",V,F71,Moderate mental retardation,http://id.who.int/icd/release/11/2022-02/mms/759942676
6,6A00.2,"Disorder of intellectual development, severe",V,F72,Severe mental retardation,http://id.who.int/icd/release/11/2022-02/mms/1508286189
6,6A00.3,"Disorder of intellectual development, profound",V,F73,Profound mental retardation,http://id.who.int/icd/release/11/2022-02/mms/1017992057
6,6A00.4,"Disorder of intellectual development, provisional",V,F70-F79,Mental retardation,http://id.who.int/icd/release/11/2022-02/mms/1074941350
6,6A00.Z,"Disorders of intellectual development, unspecified",V,F70-F79,Mental retardation,http://id.who.int/icd/release/11/2022-02/mms/605267007/unspecified
6,6A01,Developmental speech or language disorders,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/33269655
6,6A01.0,Developmental speech sound disorder,V,F80.0,Specific speech articulation disorder,http://id.who.int/icd/release/11/2022-02/mms/551966778
6,6A01.1,Developmental speech fluency disorder,V,F80.8,Other developmental disorders of speech and language,http://id.who.int/icd/release/11/2022-02/mms/654956298
6,6A01.2,Developmental language disorder,V,F80.9,"Developmental disorder of speech and language, unspecified",http://id.who.int/icd/release/11/2022-02/mms/862918022
6,6A01.20,Developmental language disorder with impairment of receptive and expressive language,V,F80.2,Receptive language disorder,http://id.who.int/icd/release/11/2022-02/mms/822134099
6,6A01.21,Developmental language disorder with impairment of mainly expressive language,V,F80.1,Expressive language disorder,http://id.who.int/icd/release/11/2022-02/mms/1169003948
6,6A01.22,Developmental language disorder with impairment of mainly pragmatic language,V,F80.8,Other developmental disorders of speech and language,http://id.who.int/icd/release/11/2022-02/mms/854708918
6,6A01.23,"Developmental language disorder, with other specified language impairment",V,F80.8,Other developmental disorders of speech and language,http://id.who.int/icd/release/11/2022-02/mms/1144287315
6,6A01.Y,Other specified developmental speech or language disorders,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/33269655/other
6,6A01.Z,"Developmental speech or language disorders, unspecified",V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/33269655/unspecified
6,6A02,Autism spectrum disorder,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/437815624
6,6A02.0,Autism spectrum disorder without disorder of intellectual development and with mild or no impairment of functional language,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/120443468
6,6A02.1,Autism spectrum disorder with disorder of intellectual development and with mild or no impairment of functional language,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/767360910
6,6A02.2,Autism spectrum disorder without disorder of intellectual development and with impaired functional language,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/1283290231
6,6A02.3,Autism spectrum disorder with disorder of intellectual development and with impaired functional language,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/1477082111
6,6A02.5,Autism spectrum disorder with disorder of intellectual development and with absence of functional language,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/1686726595
6,6A02.Y,Other specified autism spectrum disorder,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/437815624/other
6,6A02.Z,"Autism spectrum disorder, unspecified",V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/437815624/unspecified
6,6A03,Developmental learning disorder,V,F81,Specific developmental disorders of scholastic skills,http://id.who.int/icd/release/11/2022-02/mms/2099676649
6,6A03.0,Developmental learning disorder with impairment in reading,V,F81.0,Specific reading disorder,http://id.who.int/icd/release/11/2022-02/mms/1008636089
6,6A03.1,Developmental learning disorder with impairment in written expression,V,F81.1,Specific spelling disorder,http://id.who.int/icd/release/11/2022-02/mms/1498766637
6,6A03.2,Developmental learning disorder with impairment in mathematics,V,F81.2,Specific disorder of arithmetical skills,http://id.who.int/icd/release/11/2022-02/mms/771231188
6,6A03.3,Developmental learning disorder with other specified impairment of learning,V,F81,Specific developmental disorders of scholastic skills,http://id.who.int/icd/release/11/2022-02/mms/848893551
6,6A03.Z,"Developmental learning disorder, unspecified",V,F81,Specific developmental disorders of scholastic skills,http://id.who.int/icd/release/11/2022-02/mms/2099676649/unspecified
6,6A04,Developmental motor coordination disorder,V,F82,Specific developmental disorder of motor function,http://id.who.int/icd/release/11/2022-02/mms/148247104
6,6A05,Attention deficit hyperactivity disorder,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/821852937
6,6A05.0,"Attention deficit hyperactivity disorder, predominantly inattentive presentation",V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/294762853
6,6A05.1,"Attention deficit hyperactivity disorder, predominantly hyperactive-impulsive presentation",V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/209556851
6,6A05.2,"Attention deficit hyperactivity disorder, combined presentation",V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/542202013
6,6A05.Y,"Attention deficit hyperactivity disorder, other specified presentation",V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/821852937/other
6,6A05.Z,"Attention deficit hyperactivity disorder, presentation unspecified",V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/821852937/unspecified
6,6A06,Stereotyped movement disorder,V,F98.4,Stereotyped movement disorders,http://id.who.int/icd/release/11/2022-02/mms/1111628448
6,6A06.0,Stereotyped movement disorder without self-injury,V,F98.4,Stereotyped movement disorders,http://id.who.int/icd/release/11/2022-02/mms/399378708
6,6A06.1,Stereotyped movement disorder with self-injury,V,F98.4,Stereotyped movement disorders,http://id.who.int/icd/release/11/2022-02/mms/140042400
6,6A06.Z,"Stereotyped movement disorder, unspecified",V,F98.4,Stereotyped movement disorders,http://id.who.int/icd/release/11/2022-02/mms/1111628448/unspecified
6,6A0Y,Other specified neurodevelopmental disorders,V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/1516623224/other
6,6A0Z,"Neurodevelopmental disorders, unspecified",V,F80-F89,Disorders of psychological development,http://id.who.int/icd/release/11/2022-02/mms/1516623224/unspecified
6,nan,Schizophrenia or other primary psychotic disorders,V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/405565289
6,6A20,Schizophrenia,V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/1683919430
6,6A20.0,"Schizophrenia, first episode",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/625636921
6,6A20.00,"Schizophrenia, first episode, currently symptomatic",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/692993572
6,6A20.01,"Schizophrenia, first episode, in partial remission",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/553710121
6,6A20.02,"Schizophrenia, first episode, in full remission",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/476035222
6,6A20.0Z,"Schizophrenia, first episode, unspecified",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/625636921/unspecified
6,6A20.1,"Schizophrenia, multiple episodes",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/1150025154
6,6A20.10,"Schizophrenia, multiple episodes, currently symptomatic",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/777415827
6,6A20.11,"Schizophrenia, multiple episodes, in partial remission",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/132142084
6,6A20.12,"Schizophrenia, multiple episodes, in full remission",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/812873082
6,6A20.1Z,"Schizophrenia, multiple episodes, unspecified",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/1150025154/unspecified
6,6A20.2,"Schizophrenia, continuous",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/317761311
6,6A20.20,"Schizophrenia, continuous, currently symptomatic",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/1254806731
6,6A20.21,"Schizophrenia, continuous, in partial remission",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/1589500739
6,6A20.22,"Schizophrenia, continuous, in full remission",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/290515784
6,6A20.2Z,"Schizophrenia, continuous, unspecified",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/317761311/unspecified
6,6A20.Y,Other specified episode of schizophrenia,V,F20.8,Other schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/1683919430/other
6,6A20.Z,"Schizophrenia, episode unspecified",V,F20,Schizophrenia,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified
6,6A21,Schizoaffective disorder,V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/106339515
6,6A21.0,"Schizoaffective disorder, first episode",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/967849782
6,6A21.00,"Schizoaffective disorder, first episode, currently symptomatic",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/1034374160
6,6A21.01,"Schizoaffective disorder, first episode, in partial remission",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/584318803
6,6A21.02,"Schizoaffective disorder, first episode, in full remission",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/5254456
6,6A21.0Z,"Schizoaffective disorder, first episode, unspecified",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/967849782/unspecified
6,6A21.1,"Schizoaffective disorder, multiple episodes",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/1730029381
6,6A21.10,"Schizoaffective disorder, multiple episodes, currently symptomatic",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/963384259
6,6A21.11,"Schizoaffective disorder, multiple episodes, in partial remission",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/468697510
6,6A21.12,"Schizoaffective disorder, multiple episodes, in full remission",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/746381528
6,6A21.1Z,"Schizoaffective disorder, multiple episodes, unspecified",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/1730029381/unspecified
6,6A21.2,"Schizoaffective disorder, continuous",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/725134404
6,6A21.20,"Schizoaffective disorder, continuous, currently symptomatic",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/2124501487
6,6A21.21,"Schizoaffective disorder, continuous, in partial remission",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/566538430
6,6A21.22,"Schizoaffective disorder, continuous, in full remission",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/439300824
6,6A21.2Z,"Schizoaffective disorder, continuous, unspecified",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/725134404/unspecified
6,6A21.Y,Other specified schizoaffective disorder,V,F25.8,Other schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/106339515/other
6,6A21.Z,"Schizoaffective disorder, unspecified",V,F25,Schizoaffective disorders,http://id.who.int/icd/release/11/2022-02/mms/106339515/unspecified
6,6A22,Schizotypal disorder,V,F21,Schizotypal disorder,http://id.who.int/icd/release/11/2022-02/mms/18178000
6,6A23,Acute and transient psychotic disorder,V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/284410555
6,6A23.0,"Acute and transient psychotic disorder, first episode",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/1471861706
6,6A23.00,"Acute and transient psychotic disorder, first episode, currently symptomatic",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/1182509390
6,6A23.01,"Acute and transient psychotic disorder, first episode, in partial remission",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/987681130
6,6A23.02,"Acute and transient psychotic disorder, first episode, in full remission",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/1429171137
6,6A23.0Z,"Acute and transient psychotic disorder, first episode, unspecified",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/1471861706/unspecified
6,6A23.1,"Acute and transient psychotic disorder, multiple episodes",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/679604439
6,6A23.10,"Acute and transient psychotic disorder, multiple episodes, currently symptomatic",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/448945092
6,6A23.11,"Acute and transient psychotic disorder, multiple episodes, in partial remission",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/873142442
6,6A23.12,"Acute and transient psychotic disorder, multiple episodes, in full remission",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/710279230
6,6A23.1Z,"Acute and transient psychotic disorder, multiple episodes, unspecified",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/679604439/unspecified
6,6A23.Y,Other specified acute and transient psychotic disorder,V,F23.8,Other acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/284410555/other
6,6A23.Z,"Acute and transient psychotic disorder, unspecified",V,F23,Acute and transient psychotic disorders,http://id.who.int/icd/release/11/2022-02/mms/284410555/unspecified
6,6A24,Delusional disorder,V,F22.9,"Persistent delusional disorder, unspecified",http://id.who.int/icd/release/11/2022-02/mms/1974996783
6,6A24.0,"Delusional disorder, currently symptomatic",V,F22.9,"Persistent delusional disorder, unspecified",http://id.who.int/icd/release/11/2022-02/mms/386634703
6,6A24.1,"Delusional disorder, in partial remission",V,F22.9,"Persistent delusional disorder, unspecified",http://id.who.int/icd/release/11/2022-02/mms/841168541
6,6A24.2,"Delusional disorder, in full remission",V,F22.9,"Persistent delusional disorder, unspecified",http://id.who.int/icd/release/11/2022-02/mms/229201285
6,6A24.Z,"Delusional disorder, unspecified",V,F22.9,"Persistent delusional disorder, unspecified",http://id.who.int/icd/release/11/2022-02/mms/1974996783/unspecified
6,6A25,Symptomatic manifestations of primary psychotic disorders,V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/1358754380
6,6A25.0,Positive symptoms in primary psychotic disorders,V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/521257551
6,6A25.1,Negative symptoms in primary psychotic disorders,V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/1893759206
6,6A25.2,Depressive mood symptoms in primary psychotic disorders,V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/797284789
6,6A25.3,Manic mood symptoms in primary psychotic disorders,V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/342760401
6,6A25.4,Psychomotor symptoms in primary psychotic disorders,V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/736393417
6,6A25.5,Cognitive symptoms in primary psychotic disorders,V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/794423031
6,6A2Y,Other specified primary psychotic disorder,V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/405565289/other
6,6A2Z,"Schizophrenia or other primary psychotic disorders, unspecified",V,F20-F29,"Schizophrenia, schizotypal and delusional disorders",http://id.who.int/icd/release/11/2022-02/mms/405565289/unspecified
6,nan,Catatonia,V,F06.1,Organic catatonic disorder,http://id.who.int/icd/release/11/2022-02/mms/486722075
6,6A40,Catatonia associated with another mental disorder,V,F06.1,Organic catatonic disorder,http://id.who.int/icd/release/11/2022-02/mms/556568822
6,6A41,Catatonia induced by substances or medications,V,F06.1,Organic catatonic disorder,http://id.who.int/icd/release/11/2022-02/mms/289492002
6,6A4Z,"Catatonia, unspecified",V,F06.1,Organic catatonic disorder,http://id.who.int/icd/release/11/2022-02/mms/486722075/unspecified
6,nan,Mood disorders,V,F30.9,"Manic episode, unspecified",http://id.who.int/icd/release/11/2022-02/mms/76398729
6,nan,Bipolar or related disorders,V,F31.9,"Bipolar affective disorder, unspecified",http://id.who.int/icd/release/11/2022-02/mms/613065957
6,6A60,Bipolar type I disorder,V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/1456478153
6,6A60.0,"Bipolar type I disorder, current episode manic, without psychotic symptoms",V,F31.1,"Bipolar affective disorder, current episode manic without psychotic symptoms",http://id.who.int/icd/release/11/2022-02/mms/374726152
6,6A60.1,"Bipolar type I disorder, current episode manic, with psychotic symptoms",V,F31.2,"Bipolar affective disorder, current episode manic with psychotic symptoms",http://id.who.int/icd/release/11/2022-02/mms/1660456695
6,6A60.2,"Bipolar type I disorder, current episode hypomanic",V,F31.0,"Bipolar affective disorder, current episode hypomanic",http://id.who.int/icd/release/11/2022-02/mms/1931350942
6,6A60.3,"Bipolar type I disorder, current episode depressive, mild",V,F31.3,"Bipolar affective disorder, current episode mild or moderate depression",http://id.who.int/icd/release/11/2022-02/mms/129188707
6,6A60.4,"Bipolar type I disorder, current episode depressive, moderate without psychotic symptoms",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/306271588
6,6A60.5,"Bipolar type I disorder, current episode depressive, moderate with psychotic symptoms",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/818054919
6,6A60.6,"Bipolar type I disorder, current episode depressive, severe without psychotic symptoms",V,F31.4,"Bipolar affective disorder, current episode severe depression without psychotic symptoms",http://id.who.int/icd/release/11/2022-02/mms/1952305399
6,6A60.7,"Bipolar type I disorder, current episode depressive, severe with psychotic symptoms",V,F31.5,"Bipolar affective disorder, current episode severe depression with psychotic symptoms",http://id.who.int/icd/release/11/2022-02/mms/286661987
6,6A60.8,"Bipolar type I disorder, current episode depressive, unspecified severity",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/1061132490
6,6A60.9,"Bipolar type I disorder, current episode mixed, without psychotic symptoms",V,F31.6,"Bipolar affective disorder, current episode mixed",http://id.who.int/icd/release/11/2022-02/mms/1706773916
6,6A60.A,"Bipolar type I disorder, current episode mixed, with psychotic symptoms",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/167688690
6,6A60.B,"Bipolar type I disorder, currently in partial remission, most recent episode manic or hypomanic",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/575545179
6,6A60.C,"Bipolar type I disorder, currently in partial remission, most recent episode depressive",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/937141021
6,6A60.D,"Bipolar type I disorder, currently in partial remission, most recent episode mixed",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/139575301
6,6A60.E,"Bipolar type I disorder, currently in partial remission, most recent episode unspecified",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/811854024
6,6A60.F,"Bipolar type I disorder, currently in full remission",V,F31.7,"Bipolar affective disorder, currently in remission",http://id.who.int/icd/release/11/2022-02/mms/15761418
6,6A60.Y,Other specified bipolar type I disorder,V,F31.8,Other bipolar affective disorders,http://id.who.int/icd/release/11/2022-02/mms/1456478153/other
6,6A60.Z,"Bipolar type I disorder, unspecified",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/1456478153/unspecified
6,6A61,Bipolar type II disorder,V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/199053300
6,6A61.0,"Bipolar type II disorder, current episode hypomanic",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/729639831
6,6A61.1,"Bipolar type II disorder, current episode depressive, mild",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/485378793
6,6A61.2,"Bipolar type II disorder, current episode depressive, moderate without psychotic symptoms",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/590587802
6,6A61.3,"Bipolar type II disorder, current episode depressive, moderate with psychotic symptoms",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/678752877
6,6A61.4,"Bipolar type II disorder, current episode depressive, severe without psychotic symptoms",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/183967754
6,6A61.5,"Bipolar type II disorder, current episode depressive, severe with psychotic symptoms",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/349321697
6,6A61.6,"Bipolar type II disorder, current episode depressive, unspecified severity",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/51767575
6,6A61.7,"Bipolar type II disorder, currently in partial remission, most recent episode hypomanic",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/520107262
6,6A61.8,"Bipolar type II disorder, currently in partial remission, most recent episode depressive",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/2003493658
6,6A61.9,"Bipolar type II disorder, currently in partial remission, most recent episode unspecified",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/2021041320
6,6A61.A,"Bipolar type II disorder, currently in full remission",V,F31,Bipolar affective disorder,http://id.who.int/icd/release/11/2022-02/mms/948425503
6,6A61.Y,Other specified bipolar type II disorder,V,F31.8,Other bipolar affective disorders,http://id.who.int/icd/release/11/2022-02/mms/199053300/other
