wva2022_code,wva2022_title,icd10_range,icd10_code
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J62
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J63
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J64
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J65
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J66
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J67
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J68
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J69
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J70
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J71
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J72
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J73
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J74
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J75
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J76
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J77
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J78
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J79
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J80
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J81
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J82
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J83
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J84
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J86
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J87
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J88
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J89
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J90
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J91
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J92
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J93
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J94
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J95
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J96
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J97
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J98
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",J99
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K00
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K01
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K02
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K03
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K04
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K05
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K06
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K07
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K08
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K09
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K10
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K11
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K12
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K13
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K14
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K15
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K16
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K17
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K18
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K19
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K20
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K21
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K22
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K23
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K24
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K25
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K26
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K27
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K28
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K29
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K30
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K31
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K35
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K36
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K37
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K38
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K40
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K41
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K42
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K43
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K44
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K45
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K46
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K47
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K48
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K49
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K50
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K51
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K52
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K53
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K54
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K55
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K56
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K57
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K58
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K59
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K60
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K61
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K62
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K63
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K64
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K65
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K66
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K67
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K68
98.0,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69",K69
3.03,Diabetes mellitus,E10-14,E10
3.03,Diabetes mellitus,E10-14,E11
3.03,Diabetes mellitus,E10-14,E12
3.03,Diabetes mellitus,E10-14,E13
3.03,Diabetes mellitus,E10-14,E14
3.02,Severe malnutrition,E40-46,E40
3.02,Severe malnutrition,E40-46,E41
3.02,Severe malnutrition,E40-46,E42
3.02,Severe malnutrition,E40-46,E43
3.02,Severe malnutrition,E40-46,E44
3.02,Severe malnutrition,E40-46,E45
3.02,Severe malnutrition,E40-46,E46
8.01,Epilepsy,G40-41,G40
8.01,Epilepsy,G40-41,G41
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I00
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I01
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I02
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I03
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I04
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I05
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I06
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I07
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I08
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I09
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I10
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I119
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I118
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I117
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I116
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I115
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I114
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I113
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I112
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I111
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I110
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I109
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I108
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I107
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I106
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I105
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I104
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I103
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I102
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I101
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I100
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I99
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I98
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I97
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I96
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I95
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I94
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I93
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I92
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I91
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I90
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I89
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I88
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I87
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I86
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I85
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I84
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I83
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I82
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I81
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I80
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I79
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I78
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I77
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I76
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I75
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I74
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I73
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I72
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I71
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I70
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I69
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I68
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I67
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I66
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I65
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I64
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I63
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I62
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I61
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I60
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I59
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I58
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I57
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I56
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I55
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I54
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I53
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I52
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I51
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I50
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I49
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I48
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I47
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I46
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I45
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I44
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I43
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I42
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I41
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I40
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I39
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I38
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I37
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I36
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I35
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I34
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I33
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I32
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I31
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I30
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I29
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I28
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I27
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I26
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I25
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I24
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I23
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I22
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I21
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I20
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I19
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I18
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I17
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I16
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I15
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I27
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I28
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I29
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I30
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I31
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I32
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I33
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I34
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I35
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I36
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I37
4.99,Other and unspecified cardiac disease,"I00-10,I15-509",I38
