cmea_title,icd10_range,icd10_code
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G71
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G72
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G73
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G90
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G91
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G92
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G93
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G94
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G95
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G96
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G97
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G98
Other neuropsychiatric disorders - nervous system,"G10,G11,G12,G13,G20,G21,G22,G23,G24,G25,G26,G30,G31,G32,G35,G36,G37,G43,G44,G47,G45,G46,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G70,G71,G72,G73,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99",G99
Epilepsy,"G40,G41,R56",G40
Epilepsy,"G40,G41,R56",G41
Epilepsy,"G40,G41,R56",R56
Other neuropsychiatric disorders - Cerebral Palsy,"G80,G81,G82,G83",G80
Other neuropsychiatric disorders - Cerebral Palsy,"G80,G81,G82,G83",G81
Other neuropsychiatric disorders - Cerebral Palsy,"G80,G81,G82,G83",G82
Other neuropsychiatric disorders - Cerebral Palsy,"G80,G81,G82,G83",G83
Acute respiratory infections - Upper (1),"H65,H66,H67,H68,H70,H71",H65
Acute respiratory infections - Upper (1),"H65,H66,H67,H68,H70,H71",H66
Acute respiratory infections - Upper (1),"H65,H66,H67,H68,H70,H71",H67
Acute respiratory infections - Upper (1),"H65,H66,H67,H68,H70,H71",H68
Acute respiratory infections - Upper (1),"H65,H66,H67,H68,H70,H71",H70
Acute respiratory infections - Upper (1),"H65,H66,H67,H68,H70,H71",H71
Rheumatic heart diseases,"I00,I01,I02,I05,I06,I07,I08,I09,I38",I00
Rheumatic heart diseases,"I00,I01,I02,I05,I06,I07,I08,I09,I38",I01
Rheumatic heart diseases,"I00,I01,I02,I05,I06,I07,I08,I09,I38",I02
Rheumatic heart diseases,"I00,I01,I02,I05,I06,I07,I08,I09,I38",I05
Rheumatic heart diseases,"I00,I01,I02,I05,I06,I07,I08,I09,I38",I06
Rheumatic heart diseases,"I00,I01,I02,I05,I06,I07,I08,I09,I38",I07
Rheumatic heart diseases,"I00,I01,I02,I05,I06,I07,I08,I09,I38",I08
Rheumatic heart diseases,"I00,I01,I02,I05,I06,I07,I08,I09,I38",I09
Rheumatic heart diseases,"I00,I01,I02,I05,I06,I07,I08,I09,I38",I38
Hypertensive heart diseases,"I10,I11,I12,I13,I14,I15",I10
Hypertensive heart diseases,"I10,I11,I12,I13,I14,I15",I11
Hypertensive heart diseases,"I10,I11,I12,I13,I14,I15",I12
Hypertensive heart diseases,"I10,I11,I12,I13,I14,I15",I13
Hypertensive heart diseases,"I10,I11,I12,I13,I14,I15",I14
Hypertensive heart diseases,"I10,I11,I12,I13,I14,I15",I15
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I20
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I11
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I21
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I22
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I23
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I24
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I25
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I44
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I46
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",I70
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",R55
Ischemic heart diseases,"I20,I11,I21,I22,I23,I24,I25,I44,I46,I70,R55,R96",R96
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I26
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I27
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I28
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I31
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I34
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I35
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I36
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I37
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I42
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I43
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I45
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I47
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I48
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I49
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I51
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I52
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I70
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I71
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I72
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I73
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I74
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I77
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I78
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I79
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I80
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I81
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I82
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I83
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I84
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I85
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I86
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I87
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I88
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I89
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I95
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I96
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I97
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I98
Other cardiovascular diseases,"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",I99
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I60
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I61
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I62
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I63
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I64
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I65
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I66
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I67
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I68
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",I69
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",G45
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",G46
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",G81
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",G82
Cerebrovascular diseases,"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",G83
Acute respiratory infections - Upper (2),"J00,J01,J02,J03,J04,J05,J06,J32,J36",J00
Acute respiratory infections - Upper (2),"J00,J01,J02,J03,J04,J05,J06,J32,J36",J01
Acute respiratory infections - Upper (2),"J00,J01,J02,J03,J04,J05,J06,J32,J36",J02
Acute respiratory infections - Upper (2),"J00,J01,J02,J03,J04,J05,J06,J32,J36",J03
Acute respiratory infections - Upper (2),"J00,J01,J02,J03,J04,J05,J06,J32,J36",J04
Acute respiratory infections - Upper (2),"J00,J01,J02,J03,J04,J05,J06,J32,J36",J05
Acute respiratory infections - Upper (2),"J00,J01,J02,J03,J04,J05,J06,J32,J36",J06
Acute respiratory infections - Upper (2),"J00,J01,J02,J03,J04,J05,J06,J32,J36",J32
Acute respiratory infections - Upper (2),"J00,J01,J02,J03,J04,J05,J06,J32,J36",J36
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J09
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J10
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J11
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J12
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J13
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J14
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J15
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J16
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J17
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J18
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J20
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J21
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J22
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J85
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",J86
Acute respiratory infections - Lower,"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",U04
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J30
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J31
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J33
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J34
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J35
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J37
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J38
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J39
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J80
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J81
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J82
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J84
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J90
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J91
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J92
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J94
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J95
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J96
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J98
Other chronic respiratory diseases',"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",J99
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J40
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J41
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J42
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J43
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J44
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J45
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J46
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J47
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J63
Asthma and Chronic obstructive pulmonary disease,"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",J93
Lung dieseases due to external agents,"J60,J61,J62,J64,J66,J67,J68,J69,J70",J60
Lung dieseases due to external agents,"J60,J61,J62,J64,J66,J67,J68,J69,J70",J61
Lung dieseases due to external agents,"J60,J61,J62,J64,J66,J67,J68,J69,J70",J62
Lung dieseases due to external agents,"J60,J61,J62,J64,J66,J67,J68,J69,J70",J64
Lung dieseases due to external agents,"J60,J61,J62,J64,J66,J67,J68,J69,J70",J66
Lung dieseases due to external agents,"J60,J61,J62,J64,J66,J67,J68,J69,J70",J67
Lung dieseases due to external agents,"J60,J61,J62,J64,J66,J67,J68,J69,J70",J68
Lung dieseases due to external agents,"J60,J61,J62,J64,J66,J67,J68,J69,J70",J69
